"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Profundidad de desplazamiento diaria en el artículo","Tiempo medio dedicado al artículo","Total de clics","Segundos reproducidos de media","Reproducción de vídeo de 3 segundos","Reproducciones de vídeo de 60 segundos","Segundos reproducidos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Personas alcanzadas",Impresiones,"Otros clics","Visualizaciones de fotos","Clics en el enlace"
268560861459857,103185414664070,"Philosophical Gym Bro",,"low-hanging fruit from the third meditation - Freudmin",0,"03/06/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036XzVvMLeX56S5sM3xnS4Bh34RQ7y8FtRxQfNMMHha1TfjGh7HKkbrYQJGRmjhuWzl,0,Foto,,,,,Total,0,0,94,0,0,0,0,3,73,47,123,6582,6866,58,36,
269111088071501,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"03/07/2021 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SsuAgRJ3VK11xjJmhuLaa7i3ETXW3yLcHFwgojkopTJ6DcUFTmZGuFBReDvw2qfil,0,Otro,,,,,Total,0,0,0,0,0,0,0,1,4,0,5,5,6,,,
269126918069918,103185414664070,"Philosophical Gym Bro","Actualización de estado",,16,"03/07/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0kWKqw2mCiwuw4HtXYHPfYSjQMmrt9qDDpVWy1joKGWvZx65MM3EgjCcigsVH43kCl,0,Vídeo,,,,,Total,0,0,21,0,113,0,0,1,5,0,6,337,355,21,,
268565541459389,103185414664070,"Philosophical Gym Bro",,,0,"03/07/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08npyTbJya69PLXKGJXmFGV3t4kNTsR5kQG6LtNKhxYtPWJQcdeqwQUwnNuWTJLP3l,0,Foto,,,,,Total,0,0,3,0,0,0,0,0,32,6,38,16,21,3,,
269330638049546,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/07/2021 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0f7f4xnxSoXxCcEMBti7h7sMuXRkUwQWoR6dM9dVJcJKZp7AmuAMxSnbEWVyJpA42l,0,Foto,,,,,Total,0,0,1,0,0,0,0,0,0,0,0,7,7,,1,
268567328125877,103185414664070,"Philosophical Gym Bro",,"not OC",0,"03/08/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02cGkN2JmVhG5ozEeVoWPhXLL78BowFYbnHupmAeSWMTz72JdwgZgA3FpycQYMxrNQl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,33,2,35,13,15,,,
269887267993883,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/08/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0j5es9cRowyPbB4fko7DymzbAdbMBAFdH3S6HGjjyGq7gVDwab1h4PchihfaePoFJl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,4,0,4,7,7,,,
269998587982751,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/08/2021 20:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0PtUUnamwEoji1fpkSjj2DNHzFrvmwopLgr4ydv98g8tb7BJ87BfvWhZ6F1UeDvApl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,0,0,0,8,8,,,
270063851309558,103185414664070,"Philosophical Gym Bro",,"Bros I need your help. Do I eat the Haw Flakes?",0,"03/08/2021 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02zZ988gJS24uszbX3KpDbHj1bFHQJLWxcnTxneMef4oTBd5tRiZYjXY6r4zVbmAAVl,0,Foto,,,,,Total,0,0,0,0,0,0,0,7,17,0,24,11,11,,,
270072197975390,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/08/2021 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uoGyAjqixMxkadjxjJVS6sLgZf2HTbsFX6RsqKKMXa3nxQR9pD2cTWwy1Nt6b7kUl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,3,1,5,8,8,,,
270491007933509,103185414664070,"Philosophical Gym Bro",,"Sometimes When you stare into the abyss, the abyss takes over your society and hell spills out onto you and everyone around you.",0,"03/09/2021 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02f2jwqDTKkfHqpQtAZzZuP34nWB3VLXJnRgf3Uait2Sd3eVQBbEKXjwpXV8XD3MeJl,0,Foto,,,,,Total,0,0,0,0,0,0,0,3,20,5,28,10,10,,,
271687637813846,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/11/2021 12:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02afbKvfcqdoPXMTgT3mmq13E3Ko3dkcAdGFDyweyG5sTKLmxBrcsBvLRXn3EnKhtBl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,18,0,18,7,7,,,
271742777808332,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/11/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hnJFaY2DXwFdjz3hRuaWg8F4VpucxMzthEZiUxBznM9awvgdvaRUw4z9G9BERMWCl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,37,2,39,7,7,,,
271825667800043,103185414664070,"Philosophical Gym Bro","Actualización de estado","I know y'all have been skipping jaw day",0,"03/11/2021 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02eVWNMFbnErfF6dMfrtLRqdiS1sAPkrf4Y5DCzK1Q4zrbeS2odS6btwVzHhkDBbwpl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,21,3,25,7,7,,,
271936997788910,103185414664070,"Philosophical Gym Bro",,"Uh Oh! Better do something about that! Probably more facepulls TBH
O.C.",0,"03/12/2021 08:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fynSEaju5sWetSJ7n6gmLd6owYGCLtGCSjQaT7YWWgWhoLZ7E9MftnzZvtquQ13El,0,Foto,,,,,Total,0,0,0,0,0,0,0,3,29,3,35,12,12,,,
272213074427969,103185414664070,"Philosophical Gym Bro","Real or CG: The 'Real'",,26,"03/12/2021 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02QvyZPdzv87vTCo8n6HZBmtv53oLooP2debSm899hwZqRq2W6vAsfyHiTgeCArxcxl,0,Vídeo,,,,,Total,0,0,22,0,101,0,0,2,6,0,8,307,315,22,,
272259751089968,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/12/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02a2gM6vsv1EX4WPT5tia93ex6AsPxvnhPDfpvPwU9Kem3g8WH1GdqL1LdXqsiBQvPl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,29,10,39,7,7,,,
272269567755653,103185414664070,"Philosophical Gym Bro","Actualización de estado","Dang. I guess the real 5 pounds of steak was the friends we made along the way.",0,"03/12/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0GcNsgWN6vr3fW4BF33xGYNJMLtDCnKY2Jw9vc7rqsz8V6KTrVqgB6rHMQfWcBsrXl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,24,2,26,8,8,,,
273022554347021,103185414664070,"Philosophical Gym Bro","Fotos de Philosopher Games",,0,"03/13/2021 18:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hLR3rW9dWVWSGwSXZB9nurYoPk5b46ctuFhYtfEdWKSWqkYfcKG5wFgp6jTqevcPl,0,Foto,,,,,Total,0,0,1,0,0,0,0,0,30,1,31,8,8,,1,
273551980960745,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2021 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02MqSA4TDRt9Ld4GkUfhQstek3kdayQz9xDfmH53PEamiECeXKRDWbTM23Eekrymggl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,18,0,19,8,8,,,
273978417584768,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/15/2021 08:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02gg5h29LaDnFvez6EzmmZMkVYV977vurcaKMwLNhjqDBNsNjXMDuGXbdF1XJkb8jsl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,4,0,4,9,9,,,
274130540902889,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"03/15/2021 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0inqNmAZR99EjywaQnW4pFh5Ws3yQkqbj51XBrbUg5ffHu4GkUV44rSdRQKvBgWiWl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,11,0,11,9,9,,,
274168694232407,103185414664070,"Philosophical Gym Bro",,"Sometimes I see people and wonder if they could secretly be one of you.",0,"03/15/2021 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0giGS9RLEDo9UDbAkkn5tnhvZhVo8HzCJAN7hssLdpk468iXLUaN11sbfEH4bZF6el,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,18,1,19,13,13,,,
274625480853395,103185414664070,"Philosophical Gym Bro",,"Your admins whenever we say something mildly controversial.
TBH it seems like we're pretty far away from being zucced, but you never know.",0,"03/16/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fnkga7WfKYTE9fWr28QKCG14cKXaJaqZew9x9ZPbhXUtRpHvt1DuzvvsNPvvKmqvl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,3,0,3,12,13,,,
274819267500683,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/16/2021 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Uw3hrJozuYH78SD8Y8Y1cmm51KiGaxh1mTgkLTYYbvD9YMcxbG2xtsiy61uWEPwUl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,8,2,10,9,9,,,
275265224122754,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/17/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02deMz63yCUNW6rk3PZrrwjJqdkJfnxTchtQR3wxur7jGZyxU8RWUEGiKPtdCWymYSl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,16,1,17,9,9,,,
275531620762781,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/17/2021 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02KdzAKwSSUX776MvxKXSoDzLw8fG3dq2MYF6rzmZMA9Gozf2CVjP6BEATBNTJ9zDvl,0,Foto,,,,,Total,0,0,1,0,0,0,0,4,35,6,45,11,11,1,,
275973467385263,103185414664070,"Philosophical Gym Bro","Psychoanalysis And Psychoanalytic Psychotherapy",,0,"03/18/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02W7rF1zJ1nFd5Qf8An3hkkwNydeYmGfgc3h57YTQEDtjoGh7LUBJ8eqhaVwW5teugl,0,Otro,,,,,Total,0,0,0,0,0,0,0,1,30,3,34,10,11,,,
275610760754867,103185414664070,"Philosophical Gym Bro",,,0,"03/18/2021 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RpdgvitUg4YuzJUMZ4JVeT6PKvt9cnjhJYzLZ3TdT6ZcrQj7AkH55ucjJr2hPrgrl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,20,3,23,17,19,,,
275263650789578,103185414664070,"Philosophical Gym Bro",,"Imagine thinking any numbers mattered other than your 1 rep maxes.",0,"03/19/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02pJVUm9mb3gYBPyvCtsMk7zUxNtmHpi4BYhS72vaNP71BvPHbtnqqjSzspVHLqLcVl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,22,0,22,12,12,,,
277019040614039,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/20/2021 01:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09nbkxoZkgCpqPZpFrdHQZnUWGkn6Rzi4wq1SfNDXD3w3iYGykGs7mUk17gmu7Yd8l,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,32,4,36,10,10,,,
275641150751828,103185414664070,"Philosophical Gym Bro",,"Someone just saw Joker again
OC",0,"03/20/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02aCqT91i4BTuoU9RqcVuFtmxbcH7PXP1qtswsTADBs8c5kRiHasB1bp8sNm1QoZhul,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,36,19,56,28,31,,,
275642984084978,103185414664070,"Philosophical Gym Bro",,"I figured it out guys. the only possible explanation for Cats (2019) is that somehow it was the only way to save the timeline.
OC",0,"03/21/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02HHoTQSvadyrNEPu5JvRt2twP7eehyAkrxaJ3dpmHJ84gEg3kL92Ey8ByS5ahyEiEl,0,Foto,,,,,Total,0,0,1,0,0,0,0,0,6,0,6,13,14,,1,
278060187176591,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/21/2021 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034PjduY7TMr19bXjzYAnWePwEXQAvF6BSUofi6KVp2ehg8a8Tu9U6p2obZkmxLecl,0,Foto,,,,,Total,0,0,1,0,0,0,0,0,6,1,7,10,10,1,,
278139783835298,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"03/21/2021 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid032gL5wHeDDencVvMEPZyY1FmE2kZ9DyQbinw5GYhZL1sfc4a1Q2nDS81kJCz78oGzl,0,Otro,,,,,Total,0,0,0,0,0,0,0,0,16,1,17,1,2,,,
278536560462287,103185414664070,"Philosophical Gym Bro",,,0,"03/22/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ZMumgCr5s544W2DZJy2rTKhuS8G2t3NNvN55NwuhRbtCnNNQJtZczU3zB5nm7SScl,0,Foto,,,,,Total,0,0,0,0,0,0,0,2,9,3,14,28,30,,,
276856647296945,103185414664070,"Philosophical Gym Bro",,"More OC about books that I haven't read, but the other  admins have",0,"03/22/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Nb7rckkP57dDJZzpyenkrYo2Ta2CGtVNo82RRgBR4RkN1hyeseE2cKMZnabZHaX1l,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,7,0,7,18,18,,,
278605857122024,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/22/2021 18:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02p8t55KMRMHeW4Mjrm1VaWfiZAoPZoWT7zUSP3V1L62FWz7mHvgo8xY7qwHZRNp8pl,0,Foto,,,,,Total,0,0,0,0,0,0,0,3,17,1,21,12,13,,,
279033510412592,103185414664070,"Philosophical Gym Bro","Actualización de estado",,20,"03/23/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Swis5Wi9ytPqau2WMANGQDWLPb3WfTXN9SwtKGgpCyHiu3wGLwMprx278MLAQaxgl,0,Vídeo,,,,,Total,0,0,61,0,226,0,0,4,23,0,27,429,442,60,,1
279172043732072,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/23/2021 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0kYQCCt6vN3uygMLLjinAczF7cV14Ycf7UoqqsmYFagNqtsSJZYS52wJsSM3pmZ1il,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,26,3,30,14,14,,,
279176773731599,103185414664070,"Philosophical Gym Bro","Actualización de estado","All three characters here are me",0,"03/23/2021 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0prATF9YPhxvo8r8W4hnscBHbRRmqTEaVWwKBjMvcngUXiQuRkazek1rJu7tNGxpUl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,4,0,4,15,15,,,
279308563718420,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/23/2021 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0jQKzB2rAryBqd5h9qq3sxshLEYrqP1CArwYsoBL5wRd8VQA75nqB6BYVVeFK6xPPl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,21,3,24,15,15,,,
279763200339623,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/24/2021 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0vA2XNU94n5ycAUQLF5uz8fD3ESiPVS6sUT7pxiCrrRqwpAWQdx6jNcYJeGJk8wLJl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,12,1,13,15,15,,,
279934463655830,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/24/2021 20:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0cF7QkVM3CWF8aMHFkvdqH2BYwfScZaiArKMH74SvsxWm8QARWErfbFN2vECqDD7jl,0,Foto,,,,,Total,0,0,3,0,0,0,0,1,22,5,28,15,15,,3,
280332116949398,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/25/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qK2fR1Cx5wCJG1Pb7NJbKa9GMLbXiNYYB9iUnKoTC7s7zGH8ru2CAcVxnPEv3qs7l,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,3,0,3,15,15,,,
280361956946414,103185414664070,"Philosophical Gym Bro",,"No explanation necessary.",0,"03/25/2021 12:03",N/A,https://www.facebook.com/GymKingSadBoi/photos/a.103875024595109/280361956946414/?type=3,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,20,2,23,15,16,,,
281181903531086,103185414664070,"Philosophical Gym Bro",,"Wittgenstein isn't on this list because he's actually an Austrian, and  people don't consider Austrians Germans these days.  Actually, how German Austrians are has historically been a loaded question, to say the least.",0,"03/26/2021 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02e4cCWHAGQsfzSftM567VnCVC6LDV75xCmS9ZWYXqxzCM9MJfLW3sqgRLj6JST2QYl,0,Foto,,,,,Total,0,0,0,0,0,0,0,2,12,0,14,20,21,,,
281519920163951,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0gQFHyyoR3EH9YHJfXcdKeY5FFHamQ1LwuVkmHo6axkgLK2h3rR6b2H88LeUnS9hCl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,17,0,17,15,15,,,
281819583467318,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2021 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02PqCPqHEXxQoQ8bSEjWjokZvD5vkPpAFYA2RvmyWm9EJrRwbrBB9iZkySDMFs4bdQl,0,Foto,,,,,Total,0,0,0,0,0,0,0,3,18,2,23,17,17,,,
281845950131348,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2021 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0363vcYGNZvnaJ1Wi13GmpZ7MHRsxuN9Ktzj4wmVAWEsDdB3jD8QXiN9rgjZZnFmcYl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,33,3,36,16,16,,,
281847790131164,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2021 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid021yABXLeSVeSUTZL4nGaBdnHAb7cBmn53G5PuhwXzorUmErBBJe3xiUsWXTHN7FeAl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,2,0,2,17,17,,,
282462443403032,103185414664070,"Philosophical Gym Bro",,"No one:
Sartre:

(Not OC)",0,"03/29/2021 01:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UWhBV7WFtArg8oZb5P3tqxKJB51NSUQgHtaTN3TW3PHhyvCfrDYkwG1jTKr5mkZcl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,18,1,19,20,20,,,
282721590043784,103185414664070,"Philosophical Gym Bro","Actualización de estado","Me and the boys off to philosophy club",0,"03/29/2021 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0eGRmVybKPxdXQTs8oNonXmvb9uj6NNv6WFPRRG3sCtH58ZQcVZFsMVyTMUBmSXTl,0,Foto,,,,,Total,0,0,0,0,0,0,0,2,23,2,27,18,18,,,
282841133365163,103185414664070,"Philosophical Gym Bro","Actualización de estado","Ironically of course Plato's deadlift PR probably could back it up",0,"03/29/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023Ku76EAr1ULtBNdJMccekF6xyZVz524seAtMVHCVMNS6s3zowXEbFc8aCiBypZANl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,46,6,53,18,18,,,
282932696689340,103185414664070,"Philosophical Gym Bro","Actualización de estado","Eldritch eldritch eldritch monolithic cyclopean eldritch eldritch eldritch.",0,"03/29/2021 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0KvUgbmJa6CoGotkC26EibEKaPfhR5DZdkEVX66WKdfd677RsZkrU7GQdp3rbDdb9l,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,38,8,47,18,18,,,
283363639979579,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/30/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02vfWhFy241Q5XB1sPD88wYqAEdi8N2YuYbXitJnJFWhJe3xKmL3DKsPaJJ8NNekCsl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,7,0,7,19,20,,,
283437883305488,103185414664070,"Philosophical Gym Bro",,"Imagine believing in a tabla raza.",0,"03/30/2021 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid086RKpc4N5AkJR2wkhnLwKTXSAfd8indABfQRpDWGwJdkDooCEBpgHrh8w2oJqw1nl,0,Foto,,,,,Total,0,0,2,0,0,0,0,0,5,3,8,28,29,2,,
283631803286096,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/30/2021 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0xbtddjYJjHdkjRwsF85bwRo9cQ5Hc3K4jJdPjYUYVnLWoVqivBrrAdfDC5vUc7VJl,0,Foto,,,,,Total,0,0,0,0,0,0,0,4,37,3,44,20,21,,,
284011963248080,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"03/31/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UktdFTcxa589XoKgDaZP6UUSCzMK6pLE6TFT6rFv4tVVBhr3P5Po4ks9jDp5yi1cl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,12,0,12,21,21,,,
275265160789427,103185414664070,"Philosophical Gym Bro",,"Buh .buh.buh..but muh Fibonaccii sequences!",0,"03/31/2021 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02H8jhCPeBk8xkxnDkw7biAni1X7MKQh47g3G3NsBSXGS8QnHyPBL6QNndxnYtwKNAl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,15,2,18,27,27,,,
284095136573096,103185414664070,"Philosophical Gym Bro",,"C'est ne pa une traffic light.",0,"03/31/2021 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid033N5jH4NB9RtLpakrhMSeHDnJyKArsKc4X7GSycBaA5A9P8AfTQ95cf8WtzrNoRpyl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,6,0,6,25,25,,,
246635223652421,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/30/2021 01:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09UucwyJGHFcjCiUY2YJT7eXCpvPkFXyA2ANkL5WA9QwkpCK6tfmhk3zhZpe7ZYmel,0,Foto,,,,,Total,0,0,0,0,0,0,0,2,8,0,10,3,3,,,
228823032100307,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/01/2021 14:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0AtGb8xaMv88V9NLve6hdvi949NzpfJUJ3up8VD6i6pRbNPGL3JZWVeyQQC9MgCTLl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,17,0,17,4,4,,,
229402262042384,103185414664070,"Philosophical Gym Bro",,OC,0,"01/02/2021 13:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yvzWRbV2j6BrUM8N4SRoKAM5aYgBMMWXogYop3hqUctmrhuqjoBCUY2J9nM78hByl,0,Foto,,,,,Total,0,0,1,0,0,0,0,0,8,3,11,7,7,1,,
229906061992004,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/03/2021 08:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0V6ssD1GyjRKG595eLH3nyRtrSbwDUBed79NjRcncBYV5zPjsrym2xHa4yzJH7Xnwl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,14,2,17,3,3,,,
229939438655333,103185414664070,"Philosophical Gym Bro","Actualización de estado","I feel called out",0,"01/03/2021 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02baLjpZ9z35iYQwqGdPAb26NKrggE6Fi6LMSvaUSrDMiVZEkzPi1RCoYjEebucd7Yl,0,Foto,,,,,Total,0,0,1,0,0,0,0,2,14,1,17,3,3,,1,
230105341972076,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/03/2021 16:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02JuBAGVanZ4FHQ1TKbvmbz8xnVN7VFgqCRyUpPpGFXi1iuQCqBBCgAfWx3tFHSxDGl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,14,0,14,3,3,,,
230620568587220,103185414664070,"Philosophical Gym Bro",,,0,"01/04/2021 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0w5Kdcc6BfW9WveVwce1K67V3KvbqasSFzoEZRj4wFvrjFpHdKGii5HeJNzQhKG9gl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,6,5,12,8,8,,,
230982865217657,103185414664070,"Philosophical Gym Bro",,,0,"01/05/2021 01:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0riwJX1FvMsYAeMkYXH5JZu6roLRCXo6n8X483v77bLFN6BBdJffxPwmzLeDDx86wl,0,Text,,,,,Total,0,0,0,0,0,0,0,1,8,0,9,3,3,,,
231624875153456,103185414664070,"Philosophical Gym Bro",,,0,"01/06/2021 00:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06GGVjcTRhVXv6mzzbRgRNHKmMHWm4EGhLGMiq8Da1NLMjkG8NmTygLTpUxFtPPdbl,0,Foto,,,,,Total,0,0,0,0,0,0,0,1,13,1,15,6,6,,,
232224001760210,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/06/2021 20:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02m5Jgdn9spY3Z7kUxTJpUTst7P1sF7GmKSQxsJUS4ptZjpc7ouHZJ2WKVLgMWgXxLl,0,Foto,,,,,Total,0,0,0,0,0,0,0,0,6,0,6,3,3,,,
