"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,Impresiones,Comentarios,"Me gusta","Veces compartido",Interacciones,"Visualizaciones de fotos","Otros clics","Clics en el enlace","Segundos reproducidos de media","Total de clics","Personas alcanzadas","Tiempo medio dedicado al artículo","Segundos reproducidos","Reproducción de vídeo de 3 segundos","Profundidad de desplazamiento diaria en el artículo","Reproducciones de vídeo de 60 segundos","Comentarios negativos únicos de los usuarios: Ocultar"
430484711934137,103185414664070,"Philosophical Gym Bro",,OC,0,"11/20/2021 10:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TMRP9VVFSMYyr9edvmYzxx8DHLEpybjwHYUKrTEbEkrBK7fZhvQKwMNaiNCYfrbUl,0,Foto,,,,,Total,2042,1,25,5,31,54,54,,0,108,1974,0,0,0,0,0,
430544291928179,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/20/2021 13:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0MMG2Cd2qdtazUFgnAAJ9wKm3dejuCY5NrQhZxgwwsgB2r3XMEbMGnv72Nr2AXDYfl,0,Foto,,,,,Total,523,0,24,3,27,9,25,,0,34,497,0,0,0,0,0,
431248551857753,103185414664070,"Philosophical Gym Bro",,"When you find out that sea plants evolved onto land and then back into the sea, just like aquatic mammals
OC",0,"11/21/2021 16:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02w3gXy7EJU6XGa8LwsQUYthEGnfEFXm5yEkciJSnKZxwyL57SWqPdiLdTiZVZ9wo1l,0,Foto,,,,,Total,391,0,11,0,11,4,2,,0,6,362,0,0,0,0,0,
431353138513961,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/21/2021 20:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09oamQdMj2wMrZqqjaEtYSBmeoG2ZEZuJC6w4GayJ4EffRuddj4rEAwMMVCMK2Y9El,0,Foto,,,,,Total,1277,0,59,12,71,25,41,,0,66,1253,0,0,0,0,0,
431819965133945,103185414664070,"Philosophical Gym Bro",,OC,0,"11/22/2021 15:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Xqn2HRsoEtXBfY6awggQQDDHqPBGN4TNRJFsaHxPwC1FY1VRpzpZdvZkdtiD4fwCl,0,Foto,,,,,Total,553,0,16,0,16,4,5,,0,9,534,0,0,0,0,0,
432196085096333,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/23/2021 06:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0GzL2C1Rhh9jQ1afNLj8zKHgQTDmvscXXp3WG2xnwKncj2dVLVtf45wWdxcmGNAmwl,0,Foto,,,,,Total,569,0,36,6,42,11,16,,0,27,553,0,0,0,0,0,
432865938362681,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/24/2021 10:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid027KkanVUNwNcgtuzcuXxHtC7Pbr9cR88nmwnPEYdsUU5MY3LG2wZ9C7w53FAHvHB7l,0,Foto,,,,,Total,685,0,23,2,25,57,29,,0,86,671,0,0,0,0,0,
432910435024898,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"11/24/2021 12:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Ux2mmMW8hFPfMAKaAMq5jEU5aBGfB2kpgH7Nqe7TERDSEsLj3SyR9zXhXsPxmmUPl,0,Foto,,,,,Total,765,1,27,0,28,9,25,,0,34,736,0,0,0,0,0,
432995555016386,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/24/2021 16:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wxYHFCXDo6JTKavRn5XkSDzxcjiV8gekrfJMDxJrctYftZMQas6HwLYNzJy8KkbEl,0,Foto,,,,,Total,1079,0,33,5,38,25,45,,0,70,1059,0,0,0,0,0,
433527494963192,103185414664070,"Philosophical Gym Bro",,,0,"11/25/2021 12:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06njkyPfeYyENe6r7zaaY2NhdFvKhw3MwwbZbuQq5wn4Nd221PGDE5RBmbzsWw1Jtl,0,Foto,,,,,Total,1023,1,47,5,53,6,14,,0,20,1013,0,0,0,0,0,
433547704961171,103185414664070,"Philosophical Gym Bro","Actualización de estado","Pack it in boys we're about to get territorialized",0,"11/25/2021 12:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02VeYhKKcMgsgCqBKfSz1QqKiY6Lc5Tm4jQ6czHXua4ViueQ6rha9mKEw456a5tSPol,0,Foto,,,,,Total,1079,0,47,3,50,108,95,,0,203,1068,0,0,0,0,0,
433799311602677,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/26/2021 00:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0FjV7rq22UHryudvY7DzBSLiwCCLSC5L13qkoaA5hwejxFhFDs3LYnb3EMzXGXTUxl,0,Foto,,,,,Total,770,0,12,1,13,6,13,,0,19,736,0,0,0,0,0,
434322571550351,103185414664070,"Philosophical Gym Bro",,"Low effort O.C.",0,"11/26/2021 21:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0nsAaaySoyFGQx3WDVGhVhGVSUnGiPpf9G3Y5Q6H9G5HgaxYtF6sr26EoZ2Ugz4pKl,0,Foto,,,,,Total,700,3,25,1,29,18,21,,0,39,658,0,0,0,0,0,
434560578193217,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/27/2021 07:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02RTZA1cxuuZA3nZ3VjCR2qU1GYdDrgZfdfm2qSCLUPSkK7P6YbWjbFVcMnkx3WQbxl,0,Foto,,,,,Total,455,0,12,0,12,2,13,,0,15,420,0,0,0,0,0,
434635251519083,103185414664070,"Philosophical Gym Bro",,"OC. 

Source is Harris et al (1991), ""Monsters,  ghosts and  witches:  Testing the 
limits of  the fantasy-reality  distinction in 
young children""",0,"11/27/2021 10:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uXzD1bpNpnNsGL4HWq5XxbmvdcnHYW3cGFPmeDBntzPiT45GaX6RM8euckraPB5al,0,Foto,,,,,Total,1215,0,32,9,41,32,17,,0,49,1187,0,0,0,0,0,
435316178117657,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/28/2021 10:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ELT6ME76BqeYxB3WtGupSu363cVpAPuHMhtxR2xcY7Lh3fRirZM3AG6ssFw8xLgNl,0,Foto,,,,,Total,946,1,21,1,23,14,31,,0,45,920,0,0,0,0,0,1
435517521430856,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/28/2021 19:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023CN3gF6PxAcmyc6Hrx8oJPaW51tQXSx9nisvrgZjaGMJafJ2L63cHaG6cJCRrMYLl,0,Foto,,,,,Total,886,0,39,5,44,30,33,,0,63,837,0,0,0,0,0,
435542038095071,103185414664070,"Philosophical Gym Bro","Actualización de estado","How do I surgically remove my free will?",0,"11/28/2021 20:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid031DURVpDKsqNLeYBfoP59VcwnkytKoJgSdrecpHMadJpHCHE9xMJQq5q4ddBtvz4cl,0,Foto,,,,,Total,464,1,29,1,31,8,9,,0,17,434,0,0,0,0,0,
435546204761321,103185414664070,"Philosophical Gym Bro",,,0,"11/28/2021 20:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02SVBbb3QkxUkGRpTTTMgQdNxPhWZpy78Bssim1AYBXqS2yS8q6vAxAkiDmobEL8hWl,0,Texto,,,,,Total,684,0,13,0,13,11,10,,0,21,671,0,0,0,0,0,
435871894728752,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/29/2021 09:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02AN1xdbcdKroDbSCZNSdkWF6D78Ce63U2ddcQ1VLpQJoaWBPGnVmE6dDgepccqFvzl,0,Foto,,,,,Total,868,0,17,1,18,8,24,,0,32,854,0,0,0,0,0,
436693277979947,103185414664070,"Philosophical Gym Bro","Ponderous Orbposting",,0,"11/30/2021 18:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0FaK3hocxVB6ZsYQ64PLstaHxcUrUeiF1o6bjLXc5HKVLVa8WH94XRvzku6KMSYX7l,0,Otro,,,,,Total,955,1,18,2,21,10,28,,0,38,947,0,0,0,0,0,1
437649487884326,103185414664070,"Philosophical Gym Bro","Actualización de estado","Keep this attitude in mind, bros. 
The path to having no weaknesses is Gym-enhanced tantric meditation.",0,"12/02/2021 07:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0kv2LZmuCLjFzhj19HEAFghXpkmzP6HhzFDEQJM9n1RchHqusiBLzuuvyUFjfCR5Vl,0,Texto,,,,,Total,362,0,2,0,2,,5,,0,5,338,0,0,0,0,0,
437797347869540,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/02/2021 12:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02hmXrRtqdbx7UY2DoUX4yEXoGRHN5pP2mXfX1BujwsjjbKy51Fqhy6e8KvS3baMVdl,0,Foto,,,,,Total,704,0,15,1,16,16,31,,0,47,681,0,0,0,0,0,
438048884511053,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/03/2021 00:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0CUsykpbFBE9h9V5azsRH6DJAC25sJS3iyynREjuZheetosQmFSxSc8K7W8FzKFf7l,0,Foto,,,,,Total,939,2,30,4,36,16,8,,0,24,910,0,0,0,0,0,
438344721148136,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/03/2021 08:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08ZqCuUVo6N9F3AmWTUU3PK2NoCYahsbakvs2PMWT2j6n9sDN4crGEDWRzmtL7D6Sl,0,Foto,,,,,Total,585,0,13,0,13,6,13,,0,19,561,0,0,0,0,0,
438378984478043,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/03/2021 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0pQicVAL1EcK92rjjoxCWjTyXa2g9XgFCxtq5bxReg6Cd4DmQqYU6iex2ianLHPsvl,0,Foto,,,,,Total,1020,2,29,3,34,11,24,,0,35,988,0,0,0,0,0,
438949921087616,103185414664070,"Philosophical Gym Bro",,,0,"12/04/2021 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02YZVgWrBhshbpjnMo6hLDGst4ViSdFUPBztMCq5WReo1jtd7rPJkVbdwXhe9yJCjul,0,Foto,,,,,Total,551,0,19,2,21,2,6,,0,8,521,0,0,0,0,0,
439699201012688,103185414664070,"Philosophical Gym Bro",,,0,"12/05/2021 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0e2RYtDKqSKLbJDZPgAroTKyHXmV3WC4CLu2w35PT9xwGabEo7wWc4NkVtULPhWMjl,0,Foto,,,,,Total,2216,9,94,8,111,74,166,,0,240,2038,0,0,0,0,0,1
439759251006683,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/05/2021 19:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02PYbbeUWnqrTaxqKyJnB9sShtNHG9qpro7UXALy5SUp5eY9URdgTzP8qCcmTiXC6el,0,Foto,,,,,Total,990,0,45,4,49,19,33,,0,52,940,0,0,0,0,0,
440185217630753,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/06/2021 11:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid027eKPrwn4mCPn4JsAUaxNGoNgBNhyR8TnjUjodTpsunjXMgdDM3EXdFov2gxxkeizl,0,Foto,,,,,Total,1226,1,46,2,49,29,52,,0,81,1184,0,0,0,0,0,
440978920884716,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/07/2021 20:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid033n7FVeQbPQMz45SgwnyK9PPcKL8o1mTzr53xUw5365NmisAtG6G8TbqdaRkgb4Gfl,0,Foto,,,,,Total,1257,1,58,3,62,23,28,,0,51,1212,0,0,0,0,0,1
442141747435100,103185414664070,"Philosophical Gym Bro",,OC,0,"12/09/2021 18:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0q96FaZXTbyBcEFSFh3s8sRyaJVCfhU4teLpMns9CafnkPsPQBQGh9fiqaCd9qL6ol,0,Foto,,,,,Total,1311,8,101,7,116,29,48,,0,77,1238,0,0,0,0,0,
442193824096559,103185414664070,"Philosophical Gym Bro","Actualización de estado",banan,0,"12/09/2021 20:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02HJg72qKgEAbjYXhQhoakhTWeiF7eXBjvj9ehDkkyDoLEofwJYBua2kTSAz1hGg7al,0,Foto,,,,,Total,753,1,28,0,29,9,13,,0,22,738,0,0,0,0,0,
442626040720004,103185414664070,"Philosophical Gym Bro","Is this postmodernism??™","I've heard that Lacan could drive well but did not respect traffic laws whatsoever",0,"12/10/2021 12:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wsQaFg3pAYNwuGfwNVEoEGiCXuFXixmG3syy3NTg5jyYGStZczCKFgfCGM6UpfGzl,0,Otro,,,,,Total,829,0,12,0,12,11,22,,0,33,804,0,0,0,0,0,
442626297386645,103185414664070,"Philosophical Gym Bro",,"Follow up to the previous post stolen from the comments",0,"12/10/2021 12:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0D8SwSYDiXzBWXYcNmsfj5XpC44tCz5DTLJMTWgJUNyNWzpk3yTGye4gwxE9qBvSml,0,Foto,,,,,Total,764,0,26,4,30,6,8,,0,14,721,0,0,0,0,0,
443161087333166,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/11/2021 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fj3KZDrKkgv2M82RzR4GXr4LGHVwYxyVTxGXi2Qud3qsH39FyxVwWX5ZJ5x77wjwl,0,Foto,,,,,Total,510,0,4,0,4,5,5,,0,10,486,0,0,0,0,0,
443173873998554,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/11/2021 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02o18tdK16UDv4VJqpQUFL37ARWzM53E7h5V3XeMJbovqRLVsfvkJ7vsci6fgzfPKil,0,Foto,,,,,Total,814,1,24,0,25,10,21,,0,31,783,0,0,0,0,0,
443741577275117,103185414664070,"Philosophical Gym Bro",,OC,0,"12/12/2021 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid035XM4nkgmpkZLDjMZ1iqXTcsqccQacjhEtKTTsqzber4GXVLGeqgr5enBgqgdnCecl,0,Foto,,,,,Total,3322,8,111,17,136,64,105,,0,169,3230,0,0,0,0,0,
443774530605155,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/12/2021 12:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02N9EdTVEhCxovR3wYQHM9MGat6x1rnazZjZpwPkb4kSGzcJt6Xmet2JbuaSKcTHqUl,0,Foto,,,,,Total,828,0,13,0,13,6,19,,0,25,806,0,0,0,0,0,
443811877268087,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/12/2021 13:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0o1nxPkRuUT5Ne3hENwSJ3XoHK7vWxjgaGLVj8Ya5ijiXgCrckT6pFRtTKn7WbaUzl,0,Foto,,,,,Total,1409,3,52,7,62,121,120,,0,241,1386,0,0,0,0,0,
443927797256495,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/12/2021 19:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0zwrhE4BiYqdzHheFbATcW2gQDxfr5r3JUA4uGf7KDFHNfdkRJofkfb31UNCo3hUol,0,Foto,,,,,Total,850,0,14,0,14,6,19,,0,25,816,0,0,0,0,0,
444428493873092,103185414664070,"Philosophical Gym Bro",,OC,0,"12/13/2021 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qoCucXZuSZTMuPMHtsR3D5xpZytft5MH8xymdCWoTWUHz1WxL2eCFrsxay1pdWjxl,0,Foto,,,,,Total,7327,16,363,44,423,100,374,,0,474,7094,0,0,0,0,0,
444561980526410,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/13/2021 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fX8tq8atZdj8XJismcXooorLYxs4E8ejPgVujVBNEuomDAsDJGyVsSXkLh1KLSSKl,0,Foto,,,,,Total,1081,2,30,1,33,13,48,,0,61,1043,0,0,0,0,0,
445106360471972,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/14/2021 21:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oDhKecoBETbmDace2qVajf5UvU3SsYyWVckz9m1YRf4itn8f2wtFRq9bLoEfdRv7l,0,Foto,,,,,Total,645,0,4,3,7,4,19,,0,23,617,0,0,0,0,0,
445587170423891,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/15/2021 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02sTRExcx64rMC8qvfCgGE3BTvJQoBXtjPeg2HKe3ipoh2p4QDJxrP79aVMTVGgYUol,0,Foto,,,,,Total,678,0,21,2,23,29,10,,0,39,660,0,0,0,0,0,
445681563747785,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/15/2021 20:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02t3bsDHpeV1FMB6NoMTLNSaAcCb1otVEQRgSQ95XJD5yAeYGw5cEGYg8GiXAjvhqul,0,Foto,,,,,Total,640,1,23,1,25,8,19,,0,27,631,0,0,0,0,0,
446202003695741,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"12/16/2021 17:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Fj3nL1zvkiHEARZbjs464usoK3wr5AVkCJQWHeqbpz5Jx2Zzu9XCkRtvXiTEzFNdl,0,Otro,,,,,Total,887,1,16,0,17,7,14,,0,21,858,0,0,0,0,0,
446311560351452,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/16/2021 21:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02rsnK4CVW8Ppf9iUgaPt3aSPa5ZEQAMXz3kZRdJg7zPKhAEcnHTuyPQ5YbziB9QhSl,0,Foto,,,,,Total,543,0,14,1,15,5,6,,0,11,529,0,0,0,0,0,
446617766987498,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/17/2021 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Cr4kYv7Mr3H3mguw8SpbqdrQhiArdq1Ds4m4TiKUQKgyqjzsd4dLVG4RGTB1cMWJl,0,Foto,,,,,Total,1349,1,41,1,43,52,73,,0,125,1299,0,0,0,0,0,
446640580318550,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/17/2021 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02sZeHnAyEyx7L7kZz1WR1efMXkuiUUrnKcbZBHqZpar6PYwgT3gHrkKHrEqP7z828l,0,Foto,,,,,Total,1613,6,40,7,53,41,111,,0,152,1558,0,0,0,0,0,
447255886923686,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/18/2021 11:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02LKJU8u9Jh2nhemRJAR7G1kotVPcDQpSoZ7wJt483N4hrzAzykX8vRe12X22StveQl,0,Foto,,,,,Total,615,0,7,1,8,4,4,,0,8,585,0,0,0,0,0,
447337490248859,103185414664070,"Philosophical Gym Bro",,"""The presence of an ethical symbol in a proposition adds nothing to its factual content. Thus if I say to someone, ‘You acted wrongly in stealing that money,’ I am not stating anything more than if I had simply said, ‘You stole that money.’ In adding that this action is wrong I am not making any further statement about it. I am simply evincing my moral disapproval of it. It is as if I had said, ‘You stole that money,’ in a peculiar tone of horror, or written it with
the addition of some special exclamation marks. The tone, or the exclamation marks, adds nothing to the literal meaning of the sentence. It merely serves to show that the expression of it is attended by certain feelings in the speaker.""
O.C. meme but not the quote",0,"12/18/2021 14:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0E1tNBELfdpWBFXg1TqG34v3twomd9j3ZwqUnZXqYv9cYMdH6YUY1ry6R6iL4YrP9l,0,Foto,,,,,Total,712,4,8,3,15,3,26,,0,29,687,0,0,0,0,0,
447897830192825,103185414664070,"Philosophical Gym Bro",,"Gymmin has gone on a meditation retreat. Post memes that imply there may be objective moral values",0,"12/19/2021 11:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02YJkbGiwEPM1QMBfwKGhathSAeFtfR6RMpX5WZCrqHB4Xo891zdWGRLZxeYv89m6Dl,0,Foto,,,,,Total,1359,3,71,8,82,9,46,,0,55,1307,0,0,0,0,0,
447971076852167,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/19/2021 14:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0BrJ2WvkkAp4B4ct7CdvwVzL57Fbu8prf24vyP2G6aBHtD5stpYK9WsSPbFTxsa1Ll,0,Foto,,,,,Total,1044,0,45,3,48,14,24,,0,38,1005,0,0,0,0,0,
448646820117926,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/20/2021 19:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yuMX7noWeHZA6gN8sDdrwsiST9W3dhTxwgKWFQFwHE4amfavzaQUXAm8ixitZ3XGl,0,Foto,,,,,Total,1496,2,64,13,79,44,45,,0,89,1474,0,0,0,0,0,
449166610065947,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/21/2021 13:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036UcAVJajaexRuvmzkYLpBAviVB6zu83n9qD7Hrdkvn3mvyq3TUdVzkrynmQ2JQSHl,0,Foto,,,,,Total,1089,0,46,5,51,29,26,,0,55,1076,0,0,0,0,0,
449231393392802,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/21/2021 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034B4sW2ZbfRuYAEFCh8hQmohtaXwqEYsmmoLEW9RZ1T2PbSVxKytiJYUZBojEZY3l,0,Foto,,,,,Total,908,0,19,5,24,13,8,1,0,22,886,0,0,0,0,0,
449406603375281,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/21/2021 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02KjtES7qNT1SPnANxjzBpdWLQD5SAbk7A8dxwAVb8XbUFs4rgN7v9fXbgAix5M95Sl,0,Foto,,,,,Total,949,0,26,3,29,9,11,,0,20,932,0,0,0,0,0,
450635896585685,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/23/2021 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EXGG9kN3NGqygtLKa9VK3GEacUfVZha4N4dG7k6Mt5c1uY7cgNCA8VmkGPbwVM6Gl,0,Foto,,,,,Total,868,0,9,1,10,13,15,,0,28,835,0,0,0,0,0,
450677186581556,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/24/2021 00:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02eHpcPZqtuNTbcGCDazsyQgF6RnbaonHEVj7XmHq14saVr3mio5vXGrWMjiqH7YLDl,0,Foto,,,,,Total,880,0,32,2,34,6,10,,0,16,860,0,0,0,0,0,
450963606552914,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/24/2021 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0j6RBPo58c8yPFZL5XT1pMTrWbDm2JhiYfNTiupH5aWn7CtQguGPD6T4SBuEMe6iel,0,Foto,,,,,Total,694,0,16,2,18,4,13,,0,17,679,0,0,0,0,0,
451069829875625,103185414664070,"Philosophical Gym Bro",,"OC
New Spiderboy was pretty gud",0,"12/24/2021 15:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02dRhDgYRLnKR28zudut78tK7k1mnzvYzajLr7VFRze8gDMtwA5xJjnb6XfgNZMnf3l,0,Foto,,,,,Total,832,0,7,1,8,13,3,,0,16,801,0,0,0,0,0,
451232373192704,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"12/24/2021 21:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02c5pwk3J2rfpbgYA2jsw5sJGZHTUQZFMN1BkPthfwQWVTB7H5sHJpawpWexhrfHNCl,0,Otro,,,,,Total,1025,0,9,0,9,17,7,,0,24,1011,0,0,0,0,0,
451238153192126,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/24/2021 21:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid05TrVUiLJysfaaM9PEyKeCSZ1fK5EuCGmeHqzupcgAwwoYspd9ArPPPykrjmLur66l,0,Foto,,,,,Total,1196,0,16,1,17,8,13,,0,21,1162,0,0,0,0,0,
451662096483065,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/25/2021 11:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02XQsq1DoBa5rqpWSg5LwhMazdMRbTG48ACTWMo42eXZTVg8iVgSuRri9vEavC4LbWl,0,Foto,,,,,Total,1608,1,94,10,105,16,34,,0,50,1556,0,0,0,0,0,
453385939644014,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/28/2021 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yycXcTbd1QkWMu6hZHLjfGpepkSwsUWGVsvoCgt4xpWatDQTHcsmBGW8QyeTN86yl,0,Foto,,,,,Total,1718,2,54,8,64,68,71,,0,139,1637,0,0,0,0,0,
453659572949984,103185414664070,"Philosophical Gym Bro",,,0,"12/28/2021 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Mz4cmgjnf7UsBUzMjNjYniPJjKs3aWKxTPWYS5wz3BiK9M1y4QDuDdGWXNx383Fpl,0,Foto,,,,,Total,2568,5,115,15,135,25,95,,0,120,2467,0,0,0,0,0,
453708079611800,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/29/2021 00:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02vkRjV5yunV4ECDyGRH8JBtZU1H8VxuiYijvJo4rZo211RZCYC3VMbVdaFQPw9xx4l,0,Foto,,,,,Total,1548,0,22,1,23,29,67,,0,96,1493,0,0,0,0,0,
453923106256964,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/29/2021 08:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02iqthSrS3YRBK9ApWdahGe3TKiJcRonFsyG6TGEwybwnbPyGRrVaqPpH7hN2M5fmil,0,Foto,,,,,Total,1252,0,22,2,24,7,6,,0,13,1202,0,0,0,0,0,
453968972919044,103185414664070,"Philosophical Gym Bro",,"Long OC",0,"12/29/2021 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0NgUGQfzQ9nmoidgxpCMGN3L2bCqNhKRVtRNhfN4fnkJX3i93CGZidcWboJVDtrmpl,0,Foto,,,,,Total,2927,6,56,15,77,193,87,,0,280,2839,0,0,0,0,0,
