"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,Impresiones,"Personas alcanzadas",Interacciones,"Veces compartido","Me gusta",Comentarios,"Segundos reproducidos","Reproducciones de vídeo de 60 segundos","Reproducción de vídeo de 3 segundos","Segundos reproducidos de media","Total de clics","Otros clics","Visualizaciones de fotos","Clics en el enlace","Tiempo medio dedicado al artículo","Profundidad de desplazamiento diaria en el artículo","Comentarios negativos únicos de los usuarios: Ocultar todo"
645175244277695,103185414664070,"Philosophical Gym Bro",,"Submitted by a fan",0,"02/13/2023 13:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02pqdDZcfNRQ3Jk8b6vYBJSg83n9F2yzgMmo4Q1pxbQ7gtPwcz9uYAhjcHy1iDsqU1l,0,Foto,,,,,Total,3130,2954,70,7,60,3,0,0,0,0,177,120,57,,0,0,
646834104111809,103185414664070,"Philosophical Gym Bro","Wild Green Memes for Ecological Fiends",,0,"02/15/2023 12:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid038NUprezvUEqmEuQDyqGC2WRvV6B9MXTZKsYZmCkKfMStp2VyDRZGS6bT21QLvxVgl,0,Otro,,,,,Total,1226,1196,21,1,20,0,0,0,0,0,48,7,41,,0,0,
647063617422191,103185414664070,"Philosophical Gym Bro",,,0,"02/15/2023 19:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid028pukxvYYZvrk1V7NMN9bzjPYd7ri4udzxCbKLpGS23QNEU5tPiqPaNVbo8buBTuEl,0,Foto,,,,,Total,583,564,22,4,17,1,0,0,0,0,15,3,12,,0,0,
647555714039648,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/16/2023 09:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ZoUTxLFMtqSoup4tMDkHTWoDPAJj3JR99bwV5Up5ypjUBs5e2iuVyhTtDbMFkG8Ql,0,Foto,,,,,Total,868,843,13,1,12,0,0,0,0,0,40,15,25,,0,0,
648707647257788,103185414664070,"Philosophical Gym Bro","Actualización de estado","Only turtles go to heaven. No exceptions. 
Your only hope is to be reincarnated as a turtle and then vibe for ~80 years.",0,"02/17/2023 19:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0616YE9LmSx37jjCg2u2sLB1cu5kHbNgBQea6DuYNShSdBnCRARuB3LyqixbPWEzvl,0,Foto,,,,,Total,2093,2093,39,9,29,1,0,0,0,0,167,45,122,,0,0,
650175513777668,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/19/2023 18:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid025oC42qBApepVjeGkGhP44D1f6qgZMh79cPL9DpG5WKYdh7C68NtnUWqZCRdgmhmdl,0,Foto,,,,,Total,3953,3795,287,35,240,12,0,0,0,0,511,307,204,,0,0,
650273550434531,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/19/2023 22:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0PXqp8yvYZxq4fGb2wwM7QBPfLSZKYzNPP4tybsfJ3VfbKTDuiM5jeH3wryGvmbtkl,0,Foto,,,,,Total,2436,2382,76,12,59,5,0,0,0,0,249,112,137,,0,0,
650851320376754,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/20/2023 15:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid024WVUCCwKpQQ3ouaoK2u6zHnBWw6zaKASpXNddb6u6qmZTBciCZu8S77dJpCojtbHl,0,Foto,,,,,Total,1795,1700,34,5,28,1,0,0,0,0,152,67,85,,0,0,
650941097034443,103185414664070,"Philosophical Gym Bro",,OC,0,"02/20/2023 17:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02PMMfvJa21cgvU2cfATSCN9Ey4iVoh6G1QPLaU1ifg9Sr9VraMXsxYYWd5wAw1hYJl,0,Foto,,,,,Total,2994,2843,139,24,111,4,0,0,0,0,173,90,83,,0,0,
652475476881005,103185414664070,"Philosophical Gym Bro","Actualización de estado","Fuggin commute on I666. Someone explain to Satan how adding lanes actually increases congestion.",0,"02/22/2023 14:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08kyp65uvRERM3nZPLDR9HYciEZTLoTid8hU2L3A8zaCBH26N1NDXMMay7Hbnger4l,0,Foto,,,,,Total,1447,1416,20,3,16,1,0,0,0,0,83,28,55,,0,0,
652496363545583,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/22/2023 14:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0nM99ai3hcvZVQUBnKe46f25tJYsPiVj7qRU73X6Yd2DKXqrL72ixcgW8BMFDyZ14l,0,Foto,,,,,Total,1607,1528,39,5,34,0,0,0,0,0,137,15,122,,0,0,
655658236562729,103185414664070,"Philosophical Gym Bro","Actualización de estado","Cath-lick maymay",0,"02/26/2023 19:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ndrH9iXDfPmKPyWEaafcdBYCXBELEj7Tt4k4wVn49u15KV1FNZLevyKmJXtMNi59l,0,Foto,,,,,Total,1072,1048,24,1,22,1,0,0,0,0,109,68,41,,0,0,
656843433110876,103185414664070,"Philosophical Gym Bro","Scientific Methodposting",,0,"02/28/2023 09:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RDFubm9Wfv6vBQcaYUUq8mbw5qtF8RUNGuekKKL6WyDSUduN4yjxm8r2rjzBgGqzl,0,Otro,,,,,Total,1653,1582,40,4,36,0,0,0,0,0,84,29,55,,0,0,
656929503102269,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/28/2023 11:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02b9tMLdFP2sLVNGgynhP65KXDpRwFAZZ5zmvYaJX7UiPhKjeoK9bCBN3BE8T3J5Gql,0,Foto,,,,,Total,827,795,7,1,6,0,0,0,0,0,26,9,17,,0,0,
657216276406925,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/28/2023 23:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02nsHKmRTLREEh3FWzZnQErvYH3snoACkz28oAcRAqVL4qN7LeAjjPch9GnB7SKj17l,0,Foto,,,,,Total,1904,1803,51,11,39,1,0,0,0,0,83,46,37,,0,0,
657688369693049,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/01/2023 12:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0iSRMSjaUVD9ZjJaQAGPdxzqWsxNMWdL3j925rLaLrA6UdQndYzytaoDRZfERFqGXl,0,Foto,,,,,Total,2387,2316,76,20,56,0,0,0,0,0,183,60,123,,0,0,
657825803012639,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/01/2023 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ebXF76uQ6Gs2WxoYwCmambRtp4Z86PKnX4CsWbCtr5q76YNZB9PGqZBUqnYzJEYSl,0,Foto,,,,,Total,2702,2627,76,14,59,3,0,0,0,0,280,141,137,2,0,0,
658951889566697,103185414664070,"Philosophical Gym Bro",,"All like 3 of you who like art and also like R will think this is hilarious.
We love you fellow niche interdisciplinary humorists.",0,"03/03/2023 05:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026nrW9qgB18z4goRYuSAjhcBM6f9JAqmZ5cU5G7GC7UW4jzvxNUB3rPmGb4uV1rs2l,0,Foto,,,,,Total,766,724,11,0,10,1,0,0,0,0,27,22,5,,0,0,
660576639404222,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/05/2023 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0VuC1MAoEUTDmFQHco9AgmRuKACy3zRoX1qjKgR2esCL2BNzgATCfKvrKPCoMZGpLl,0,Foto,,,,,Total,1662,1628,16,2,14,0,0,0,0,0,361,29,332,,0,0,
660578859404000,103185414664070,"Philosophical Gym Bro","Scientific Methodposting",,0,"03/05/2023 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UHbYpG6DRpXHLU8m1aEzFjqpBV3xcTCZ2L9W2rMkKqfvzUSnksxrH6jqPg78Le4kl,0,Otro,,,,,Total,2233,2115,47,7,39,1,0,0,0,0,109,44,65,,0,0,
663918755736677,103185414664070,"Philosophical Gym Bro",,OC,0,"03/09/2023 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RUL2RjJQnbCJ9omQmdcUw7w6dkhFMevw6m9SEtP58Yp9vsNdtDAYYX94UdcTWPkMl,0,Foto,,,,,Total,4275,4165,225,32,183,10,0,0,0,0,325,163,162,,0,0,
664679552327264,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/11/2023 00:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EK9dvijyGiA8LS9uw2hjWpxsHpWPCEN5Uz3SD3VDFj7C5CQNFUaoq2oFYwX2P2QZl,0,Foto,,,,,Total,2628,2521,35,5,30,0,0,0,0,0,432,82,350,,0,0,
665829318878954,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/12/2023 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02sS1NFTHvwwCJtu1WqDdeYR6ipQAW8DHZG1ejDo6HjadoJNnbxVgdrPrniCHawcL7l,0,Foto,,,,,Total,3715,3488,180,26,151,3,0,0,0,0,319,138,181,,0,0,
665843088877577,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/12/2023 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0bycT6Qy4AKGrSX13DX4AuNGrVXKmePykaFcSzsoGJNFYACSzjGmEMsjPwSGXLwG9l,0,Foto,,,,,Total,709,674,31,5,26,0,0,0,0,0,38,10,28,,0,0,
665915332203686,103185414664070,"Philosophical Gym Bro",,"O.C in the sense that it's a real communication the admin had.",0,"03/12/2023 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hxFA7gViosa5at83EsT6X7NxmdCt87UxbCFEDwgKHf9dxmhac9DJ3iTG8sBs75Tnl,0,Foto,,,,,Total,1007,942,21,1,20,0,0,0,0,0,28,7,21,,0,0,
668073781987841,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/15/2023 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid07J1pGQjG9ZtWgj3XVJsFpZh7keKDiQ213GuKkcsrEje3UbpKsexxCNTpyS97ijzdl,0,Foto,,,,,Total,2358,2304,84,12,72,0,0,0,0,0,118,44,74,,0,0,
668076301987589,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"03/15/2023 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02jUp86pgnHQSveRDw1DTDcj4GPyx8N13BG5RrYcwVHPbPCsCCFJFyCyvgnZUfDQ26l,0,Foto,,,,,Total,1958,1892,34,4,30,0,0,0,0,0,126,49,77,,0,0,
669691585159394,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/17/2023 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0HiAWWLHQ3kwGv3hyjAjFopmgq7xEZcEeJ8RTiZDzzZ4JCYJAJ24MHdZY7XpEfXCgl,0,Foto,,,,,Total,3595,3543,153,12,140,1,0,0,0,0,396,180,216,,0,0,
670280985100454,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/18/2023 15:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid033AqoYtRQKBqRfocRTsmoZQ1Wb6nHjAu6dzw5dHfMarpqMsMRW2HnH1uJpKhMb3B5l,0,Foto,,,,,Total,1325,1286,36,5,31,0,0,0,0,0,74,24,50,,0,0,
672511551544064,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/21/2023 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ATvUa1XNQrPC6Mm6yfd8VrsBVxxTWrewk9RMbgNBi5neJCTtu7oxRfTYVCXvidErl,0,Foto,,,,,Total,5508,5381,323,28,279,16,0,0,0,0,1741,730,1011,,0,0,
672891814839371,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/22/2023 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yyWgvxdrsbG9QUZWNV68zGnDdLHneZCnzp9vo4u4acssrPXSjrLygiKbbBWPtKyrl,0,Foto,,,,,Total,2788,2700,34,1,30,3,0,0,0,0,166,96,70,,0,0,
672928191502400,103185414664070,"Philosophical Gym Bro","Actualización de estado","I had to read this. Now you have to read this.

Sorry about the paucity of OC lately. Irl is irling the admins.",0,"03/22/2023 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0A1VgqRRB1yQEU7NY3Fz5At8FEhDkkHRuQwDpbzwRVJnsRbD76TfsxqL8yY2rmFS5l,0,Foto,,,,,Total,1764,1737,26,4,22,0,0,0,0,0,164,53,111,,0,0,
673939654734587,103185414664070,"Philosophical Gym Bro","Actualización de estado","*episteme of representation intensifies*",0,"03/23/2023 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qeaydz6d49hNVmXSHfATKNkSnovXNU6WYi6uxPb3Mr5FCJi65jB2ZMamf58UF48ml,0,Foto,,,,,Total,2156,2156,47,10,35,2,0,0,0,0,106,38,68,,0,0,
675665207895365,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/26/2023 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034BAFy7T44krnoJF7rZKkmH36EuqWCQtJFCkMsXRFqS7PBsXntHg6fcp61SLXvBuwl,0,Foto,,,,,Total,4692,4469,233,45,188,0,0,0,0,0,609,256,353,,0,0,
675666211228598,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/26/2023 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Wms6QSdm5VNUYVhD9JdoKXhcBx4ucDFPVqy4KQpyrsZdhnwZ9DftZ5boKViNTbCRl,0,Foto,,,,,Total,1465,1410,13,3,10,0,0,0,0,0,48,19,29,,0,0,
677197687742117,103185414664070,"Philosophical Gym Bro","Community Greendaleposting 2: The Gas Leak",,0,"03/28/2023 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02RBHqEtfQXm1LWbebaz76vGef3CNVtQ7sf6ENf5VM8kUWnRZnin9rpSfDTHrH7mgcl,0,Otro,,,,,Total,2163,2093,33,4,29,0,0,0,0,0,412,70,342,,0,0,
677927547669131,103185414664070,"Philosophical Gym Bro",,"Friendship ended with logical positivism-- now logical alcoholism is my best friend",0,"03/29/2023 07:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0tTXanNANBP2b3E1M6G5mstHvK13CeS38TYtZUoU1Wyw559DgkeZvX4qH3QYksvpel,0,Foto,,,,,Total,1322,1284,38,5,27,6,0,0,0,0,231,50,181,,0,0,
677981087663777,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/29/2023 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UcAPKx316By6XnTfkAjSMF7zbyn8Yv8WoSgwBwZLX7CJnTLqHt4YvHGRtbnivBG6l,0,Foto,,,,,Total,5010,4924,151,30,117,4,0,0,0,0,2300,429,1860,11,0,0,
679385774189975,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/31/2023 12:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0rPWK5di3uJPCYdUCw9bY2dSBYFjQSrtZnXjdWqjGscPZA4YiVUAzDsyYdgb41kZ1l,0,Foto,,,,,Total,2774,2627,61,9,51,1,0,0,0,0,131,68,63,,0,0,1
611601714301715,103185414664070,"Philosophical Gym Bro",,"OC. Sorry for the lack of posting lately, all the admins have been a bit out of it",0,"01/03/2023 12:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0WSXwea3ekpyKaaco5RjPttaWRsFop34Wx8QqgVaHREKWtpuXPeKQ4sLsxtZPNRnYl,0,Foto,,,,,Total,1543,1514,33,2,30,1,0,0,0,0,50,36,14,,0,0,
