"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Profundidad de desplazamiento diaria en el artículo","Tiempo medio dedicado al artículo","Otros clics","Visualizaciones de fotos","Clics en el enlace","Total de clics","Segundos reproducidos de media","Reproducciones de vídeo de 60 segundos","Reproducción de vídeo de 3 segundos","Segundos reproducidos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Personas alcanzadas",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar","Comentarios negativos únicos de los usuarios: Ocultar todo"
495306058785335,103185414664070,"Philosophical Gym Bro","Fotos de la biografía","Everyone who played this game chose to mercilessly drop this penguin off a cliff just to see if we could.",0,"03/06/2022 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid033FjhmBxdUMBfWrY2SbpjB5QYQSGfSGUdZkao7m7D9b1xKd1a32Wi18bJ7GCrXugcl,0,Foto,,,,,Total,0,0,2,2,,4,0,0,0,0,0,14,1,15,1054,1091,,
495722628743678,103185414664070,"Philosophical Gym Bro","Fotos de la biografía","*Kermit voice* you should be a monster",0,"03/07/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02f1YyBkd7cfQ9yXJa75Lfax9iJfBjwZVRLREM9k1URDnckha15S3FZePdNz5rw5ol,0,Foto,,,,,Total,0,0,6,7,,13,0,0,0,0,0,12,1,13,969,1019,,
496500275332580,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/08/2022 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Urn4eH1ETvAr17uSjnmFrGHdeYe3BMkwGesyKGDS7VtpWzrpc3dG1uyqCZEVqsJKl,0,Foto,,,,,Total,0,0,91,91,,182,0,0,0,0,3,60,5,68,2079,2092,,
496525188663422,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/08/2022 20:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0cpJMoz9ubPuQFkUQ4KyxF99QYRHw3rS9uYfsYnuGHr2Ug1cSyRod7GP6oXZk3avkl,0,Foto,,,,,Total,0,0,42,21,,63,0,0,0,0,0,57,8,65,1604,1635,,
497034631945811,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/09/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0jJXc8waPzGxnDnyMH921oZviVWhYNFhSRwCDsVaighR6W724qcGGGZTsf7yvTr4Ql,0,Foto,,,,,Total,0,0,74,20,,94,0,0,0,0,5,85,9,99,1803,1868,,
497771188538822,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/10/2022 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02sR1FE3iRp6AhBYKFxMjDTa5bts724bn9Gk2ge4vMsVThkhcHdbasHbAgMU3aDKBGl,0,Foto,,,,,Total,0,0,34,12,,46,0,0,0,0,1,47,6,54,1739,1769,,
498187898497151,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/11/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fFWQJp8LYVK1n7AemH4iYh92JUUQ9TjdbWjYP5WwffEmPacm4j7r4R6Xk5iD9dQal,0,Foto,,,,,Total,0,0,24,9,,33,0,0,0,0,0,15,1,16,1305,1335,,
498946121754662,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/12/2022 20:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kmGuADzSotzXqo53akScLHTitm9TPXBnP5NDG4n3d8kmDowdAffqxw7bbGG6cyknl,0,Foto,,,,,Total,0,0,16,9,,25,0,0,0,0,0,28,4,32,1358,1393,,
499353181713956,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/13/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ukyNHbG14bhZH3Ax4As1BLHudTqeTvX1LvYXcVJX8aLniu91r2A2ZRNzvbKEZtPNl,0,Foto,,,,,Total,0,0,26,38,,64,0,0,0,0,0,9,1,10,1001,1051,,
499447371704537,103185414664070,"Philosophical Gym Bro","Actualización de estado","New capeshit was aight",0,"03/13/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02vv2VromTerWmfF2NebgvqnxYGGzdqnK7Cuc3nkjc5LdQykUDsWf4jPsYx8qpK6Aql,0,Foto,,,,,Total,0,0,35,42,,77,0,0,0,0,2,16,4,22,1039,1063,,
499448415037766,103185414664070,"Philosophical Gym Bro","Austrian Economics Memes",,0,"03/13/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02pZDvhAPSi1dYstohNDAR23F5fsm31ekUEF1B7LkMG7VsyV6Nkkzg8oqRtHq9Sufal,0,Otro,,,,,Total,0,0,124,72,,196,0,0,0,0,0,81,9,90,2294,2297,,1
499538555028752,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/13/2022 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yRw2knzXPCwV6u8JX2bjXiupBRM1nU4gmgqUkpJoP6Q71q5hJLbxhKhCzTAvVkJrl,0,Foto,,,,,Total,0,0,24,6,,30,0,0,0,0,2,19,2,23,1368,1411,,
499580565024551,103185414664070,"Philosophical Gym Bro","Wild Green Memes for Ecological Fiends",,0,"03/13/2022 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DDu1GZKq8DxTV6mwHMiTzmqyST6BePcfm9mH4T6Qhbj3n8wFaJnBQaZkzaLo4PVBl,0,Otro,,,,,Total,0,0,38,26,,64,0,0,0,0,0,38,10,48,1935,1956,,
499829524999655,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2022 08:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02d3J4tt4vdybMq59SWyegkFGRxqwecC3Jtv1cRxR3Ttr9hbCLuZjumA9Kf6SxAiftl,0,Foto,,,,,Total,0,0,27,9,,36,0,0,0,0,0,39,5,44,1608,1638,,1
500015628314378,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02DH4duDK8cgtv3vLexuCdo73jM65SPGB68EyN4eDYT9NvWGtAXaHU65WQk6kCUJn2l,0,Foto,,,,,Total,0,0,53,13,,66,0,0,0,0,6,78,6,90,2130,2156,,
500084638307477,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2022 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02A9zZDBxoNoH8rdGwXrbEbN7j1tA4mRmVLz54hGXFbnFDtLPk3Qm5WzoGKjm7gXyYl,0,Foto,,,,,Total,0,0,55,42,,97,0,0,0,0,2,61,9,72,1833,1858,,
500093131639961,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2022 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02xEN51Egpk7vrv2rAoSvMAW4fyzZhNc5PXV47tPydVKeBrYsrFXmWaotFECMrBHY1l,0,Foto,,,,,Total,0,0,29,9,,38,0,0,0,0,0,31,5,36,1328,1330,,
500155011633773,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/14/2022 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0NLaoRfzoMq5hV1g2h7TJ9pyUyoNEaHcYd2sVPgXXrvcSCpiaKNJsqCsFW9YN98Svl,0,Foto,,,,,Total,0,0,130,189,1,320,0,0,0,0,0,30,2,32,2501,2550,,
500475474935060,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/15/2022 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02XhFK7WNkzuSw2fWPVPkTCyQiFPrDxUpVoTRgvwWEQsoggE8aeJzTKo1Mi1bcGad4l,0,Foto,,,,,Total,0,0,65,88,,153,0,0,0,0,0,41,5,46,2216,2269,,
500557584926849,103185414664070,"Philosophical Gym Bro",,OC,0,"03/15/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid022xNdNBrdHvJ2nhNGazfty3JbaRnNtn2iSak22DNdEvLKEt8Qvwp84xM7ZGw2Qusml,0,Foto,,,,,Total,0,0,172,414,,586,0,0,0,0,9,27,3,39,3630,3721,,
501752294807378,103185414664070,"Philosophical Gym Bro","Fotos de portada",,0,"03/17/2022 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0f26hZzJ9aPReoVou8kEoXxR5WtJ6wBQjXhQtzHnrNRBCCUqdTeEoGCNCiqcPgG1l,0,Foto,,,,,Total,0,0,48,7,,55,0,0,0,0,3,28,8,39,1503,1583,,
501831068132834,103185414664070,"Philosophical Gym Bro",,"True Story.",0,"03/17/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0bwWxokChuGPnycTiUqw9jSTrZquJGRYyMdvWQnyu4shebXvfqp2L5TwhejzQKTssl,0,Foto,,,,,Total,0,0,27,5,,32,0,0,0,0,4,21,0,25,1357,1443,,
501980954784512,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/17/2022 18:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0EF68kQPgJMbsMoTuodby9NmtrZAR73XvkqWbF4uVT4SVqjAHAkFdK6aRh85BobSal,0,Foto,,,,,Total,0,0,35,20,,55,0,0,0,0,0,49,5,54,1177,1217,,
502114688104472,103185414664070,"Philosophical Gym Bro","Actualización de estado","Brothers, we can just start planting trees everywhere. They can't stop all of us.",264,"03/17/2022 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0enRaqmrPjzU8zc4crQuhhwLNdZJcFKSbnB2Myf661EsSi5Xe8crJt4Z9qvEjuTEyl,0,Vídeo,,,,,Total,0,0,27,,,27,0,42,202,0,0,18,0,18,726,753,,
502449941404280,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/18/2022 11:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid021NraaMPVKaWJFhLX94FFgnpvdnTyqakMiGxeZnUiBhPKmj56XRpuCXksJficbacCl,0,Foto,,,,,Total,0,0,166,145,,311,0,0,0,0,5,76,17,98,2719,2813,,
503168307999110,103185414664070,"Philosophical Gym Bro","Actualización de estado","I actually gave a Foucault finger-puppet to one of the other admins for Christmas this year",0,"03/19/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02L5rhJd3JqC6MNVZv9VcSmoPnD84piR6AQhMHChSSbzk7gsdwuRmt5VzQeQ3eAuHJl,0,Foto,,,,,Total,0,0,50,20,3,73,0,0,0,0,0,50,7,57,1860,1886,,
503411021308172,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/19/2022 23:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0wxChFhXScc2J2TApxA62BPRFx2tivwPg1AfVLNqWwaevuZNEHoadhNrQy5GxWz5Rl,0,Foto,,,,,Total,0,0,67,23,,90,0,0,0,0,1,26,3,30,1430,1488,,
503627407953200,103185414664070,"Philosophical Gym Bro","Actualización de estado","Possibly a repost",0,"03/20/2022 07:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yfaoc8LMS2k8ddjgqqqyBkBSeyK9gRQaf7QfdU1CpmdKeycGiYW37KHUNzk1ke46l,0,Foto,,,,,Total,0,0,35,30,,65,0,0,0,0,0,52,7,59,1735,1776,,
503708107945130,103185414664070,"Philosophical Gym Bro",,"Stolen shamelessly",0,"03/20/2022 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DCNKuikz8QKotk1BcHEfc9oamhfCD4CWbUeGee8WuRpYHamYbJZK1jtnwVBaL6ZPl,0,Foto,,,,,Total,0,0,105,55,,160,0,0,0,0,5,143,18,166,3201,3318,,
503769317939009,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"03/20/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0MUEjxF4hP8GYpXZ2P9T7b83baFATicMLSzU2zq8iffz5AtxGtuZjArShEL3twegnl,0,Foto,,,,,Total,0,0,4,10,,14,0,0,0,0,1,18,0,19,636,662,,
503842801264994,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/20/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid04iNnwU3Bz1FbgACJrdsPscGKAwCDbypwxAwzBb69qF17LEai1K3MmhvLqzEgvyg2l,0,Foto,,,,,Total,0,0,174,106,,280,0,0,0,0,1,28,1,30,1303,1378,,
503853831263891,103185414664070,"Philosophical Gym Bro",,"Feeling self-conscious at the gym",0,"03/20/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0tBEejMHKESMRnRNnyn2KZJL7jxsYtastD5cdq41MrHSTmT58A7PzVtcuPD9PcaGsl,0,Foto,,,,,Total,0,0,111,28,,139,0,0,0,0,9,111,18,138,2959,3038,,
504459471203327,103185414664070,"Philosophical Gym Bro","Wild Green Memes for Ecological Fiends",,0,"03/21/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02R1LHPdZHRuVxyQwyExHh7mNxyADgPL97GcW6Rk3wx2VyQNAFGRuKuZ7CKS2WPqWtl,0,Otro,,,,,Total,0,0,13,11,,24,0,0,0,0,0,30,3,33,1044,1080,,
504516207864320,103185414664070,"Philosophical Gym Bro",,Oc,0,"03/21/2022 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02DpQXL9HMDf8eTUqXXLwzyxeckvDNxbyH4eyKefCQTXFnrZyYziWeCLY5D9s9P4Csl,0,Foto,,,,,Total,0,0,235,67,,302,0,0,0,0,20,204,29,253,5203,5278,,
504591511190123,103185414664070,"Philosophical Gym Bro","Wild Green Memes for Ecological Fiends",,0,"03/21/2022 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Ts7cXGWEHYBwmx9PkjW9bXfENcYpswEwGuUVedVXwJbUq7VNFz6mSA9d2krDntX9l,0,Otro,,,,,Total,0,0,12,5,,17,0,0,0,0,0,20,3,23,1121,1154,,
505006661148608,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/22/2022 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02mZ2u7uauxTwHV6hNB7hE3bHb5RKqLXQfWB84c6sXfR4ETNsCE1BQvq3Jcg5jJjzvl,0,Foto,,,,,Total,0,0,118,92,,210,0,0,0,0,0,80,8,88,1985,2042,,
505006787815262,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/22/2022 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fuqm9AwPqHMYGbBpFnr5bLvKRFvgMmHqugXq6BmRH5HrddC6CSyxNCL5uAuc8UWWl,0,Foto,,,,,Total,0,0,46,32,,78,0,0,0,0,0,68,9,77,1341,1385,,
505283281120946,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/23/2022 02:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Vtqq9krDUdcftJ47Hytn4qGVJMfRW5vYhtJbGef1vHMU5Uw7o1ptGaMqZ5D2Lkfql,0,Foto,,,,,Total,0,0,76,51,,127,0,0,0,0,2,52,15,69,1768,1780,,
505548401094434,103185414664070,"Philosophical Gym Bro",,"Been listening to Zen Mind, Beginners mind in the gym. Suzuki Roshi talks about frogs for a good 15 minutes. It's good stuff.",0,"03/23/2022 12:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09e52MeRcbfgKh2YwvsZmmjMmc6rYDhSvZFRnJGB9RHELE83eBgcgAz7arAYXQgt4l,0,Foto,,,,,Total,0,0,76,27,,103,0,0,0,0,7,65,7,79,2594,2777,,
505589534423654,103185414664070,"Philosophical Gym Bro","Wild Green Memes for Ecological Fiends",zenfroggezenfrogge,0,"03/23/2022 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02xCqR5dm5avBsKUWdnB6K5BXQq2XL81opyW5w3BybRBKJf13cYpUurYQNgsVXJbhVl,0,Otro,,,,,Total,0,0,23,8,,31,0,0,0,0,1,30,6,37,1442,1487,,
506496947666246,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/24/2022 22:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0MR53rNBETbutJfq62fSXjskoyExoAtdYJZTWbazMsGfJSwrEeVThHiNgpHR7ybFMl,0,Foto,,,,,Total,0,0,69,130,,199,0,0,0,0,0,48,11,59,1857,1901,,
506652847650656,103185414664070,"Philosophical Gym Bro",,,0,"03/25/2022 05:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0dakMBEh5btP2F22wULf6wdQwM4uwnA9c9A529JdBbBRjxByUMLgrvmExLtNpSsd5l,0,Foto,,,,,Total,0,0,86,68,,154,0,0,0,0,13,72,10,95,4196,4293,,
506805517635389,103185414664070,"Philosophical Gym Bro",,"not OC",0,"03/25/2022 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02YWD1ieurCT52nVwSs9ayec75A577rJZSL4NEJjRpwyceH6RwwJQcpngoeCTWDV4il,0,Foto,,,,,Total,0,0,66,89,,155,0,0,0,0,9,128,11,148,4003,4122,,
506943654288242,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/25/2022 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UKynf8uj5EDsJ8LaSQWqLf9BHvc1eabfXaVuTFbDngziPUULN82JouWDME7wfQQKl,0,Foto,,,,,Total,0,0,18,47,,65,0,0,0,0,0,25,4,29,1264,1310,,
507066114275996,103185414664070,"Philosophical Gym Bro",,"OC
Remember kids everything is always France's fault...
Except when it's England's fault.
https://en.wikipedia.org/wiki/Saxon_Wars",0,"03/25/2022 20:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0i7BRVUxcK9ggxpYQTncodw42ad4muMBP5azjCX5vUmwxfUmRvCTaQrRB71igshLil,0,Foto,,,,,Total,0,0,15,527,39,581,0,0,0,0,3,39,6,48,2344,2384,,1
507445970904677,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/26/2022 09:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yjqn4osQCseCE6n1ro6QchPSVyRFGXksLtt7hBzSLk3jc3w5dZB3tu4dAjPpspo6l,0,Foto,,,,,Total,0,0,55,198,,253,0,0,0,0,2,146,21,169,2441,2520,,
507708410878433,103185414664070,"Philosophical Gym Bro",,"I'm sure someone has done this before but
OC",0,"03/26/2022 19:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0wRJ7vLwDtP415HRC2GLHBm4mrQvWxov5s1gvGZjGy2gT428Fdai9mr3taEK1ts2Cl,0,Foto,,,,,Total,0,0,22,40,1,63,0,0,0,0,0,27,3,30,1402,1427,,
508188210830453,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid038Lc1LPk84zm1V8krjdT2ZqTuGGbmYFHQdQvc7BcXdVqft5gY5JNneWTD7yt8G7UUl,0,Foto,,,,,Total,0,0,21,15,,36,0,0,0,0,1,15,2,18,772,817,,
508202430829031,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02YWCzHRGkMc4ZGD69vmMa3N1DdVAW9nNRP68ZDGhGnLvdNCj9rftdLEg5R4xiLkusl,0,Foto,,,,,Total,0,0,152,80,,232,0,0,0,0,2,70,6,78,2049,2095,,
508284357487505,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/27/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid082FyxnkJy9sx8EFi9o9UmDV4xiEjuxaA2rDtiapqNPwuffK6Qunx53YwSRTHGTpLl,0,Foto,,,,,Total,0,0,73,39,,112,0,0,0,0,0,41,2,43,1554,1612,,
508579417457999,103185414664070,"Philosophical Gym Bro",,OC,0,"03/28/2022 06:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02goAk9y8CttXbZnvFaQVdNuncU5sjMZXjMR9j5nEXbh9pyqxaUPVcXCf2fAaWFwGSl,0,Foto,,,,,Total,0,0,37,59,,96,0,0,0,0,5,38,9,52,1639,1724,,
505550164427591,103185414664070,"Philosophical Gym Bro",,"The other route- they lean into it and make a cult instead of retiring. 
O.C.",0,"03/28/2022 12:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02N5cxWghWk277LgKESAd7DvADLxDBt7E3XVV7VF13ENCjFkYdTTaHNLPmKcVqWA7nl,0,Foto,,,,,Total,0,0,29,64,,93,0,0,0,0,2,39,4,45,1737,1824,,
508804817435459,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/28/2022 13:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02LWKaVFjvdMgo3AMh1Bk47vLbuJ1xkasanKpM7poJcnkbrQEXRYc4Jhq8CFKo9SYQl,0,Foto,,,,,Total,0,0,38,64,,102,0,0,0,0,2,41,8,51,1476,1552,,
508854657430475,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/28/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oz2Mknb4KhVY1cFoy8RMtY9EGwHyJMTT5dCUPE5iZa13KH2oWNVTEaMkHVgVNTvml,0,Foto,,,,,Total,0,0,21,40,,61,0,0,0,0,0,41,7,48,1402,1465,,
508886334093974,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/28/2022 17:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0XAZU1nCFZMKCoW5EibsykqbGw4nytQ96QU9YqcQuPnYNjLjCnkPWzTeqPssCp8xMl,0,Foto,,,,,Total,0,0,21,48,,69,0,0,0,0,0,30,3,33,1110,1137,,
508894477426493,103185414664070,"Philosophical Gym Bro","Actualización de estado",,21,"03/28/2022 18:03",mixed,https://www.facebook.com/GymKingSadBoi/posts/pfbid02yjJ79o6XZaUG2bTua7PCERNszAxgkpJDarQ38aKC57pxYY3h2XYKgw2kSsq5zxipl,0,Vídeo,,,,,Total,0,0,48,,,48,0,0,177,0,0,12,0,12,703,752,,
508972510752023,103185414664070,"Philosophical Gym Bro",,"O.C. but the picture is from some random buff boi.",0,"03/28/2022 21:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02M19oYkzRiMDVBoD1tS9abUQZx3DdseoR4vFJsDUwjwyUQcb6uTkAgwWAi7TdPjqsl,0,Foto,,,,,Total,0,0,28,9,,37,0,0,0,0,1,37,4,42,1489,1567,,
509149024067705,103185414664070,"Philosophical Gym Bro",,"I can't take fundies who aren't also militant enviromentalists seriously.
OC",0,"03/29/2022 05:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02m5BgWE8PE1jXzdSPtdKk3G98MBFQ49V8iSdjtSUE81jcke6hZiSZXqyzJ5CFPnrpl,0,Foto,,,,,Total,0,0,158,33,,191,0,0,0,0,21,77,17,115,2738,2979,,
509461154036492,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/29/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0B8ZiyPpDhs5yCM9DzNH2uK6rjhZtXw9ZDAXg2sryaPqdM9pEjk8Sz1ZEmZUf1fLPl,0,Foto,,,,,Total,0,0,21,14,,35,0,0,0,0,0,23,2,25,1343,1407,,
509861393996468,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/30/2022 08:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fR7ozeYWEykEUYER7H6vWoFWvgsXFR9u84tCZrkvFcVsPWuTvC4RuSz66kjaGbKvl,0,Foto,,,,,Total,0,0,21,14,,35,0,0,0,0,0,24,5,29,1073,1129,,
510072730642001,103185414664070,"Philosophical Gym Bro",,OC,0,"03/30/2022 14:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fRSp9Foq2SfbowxkadSEn92XGPTvv3KrM5n2x9QbmDButUau9kDLuxCRDmec2dp4l,0,Foto,,,,,Total,0,0,756,846,,1602,0,0,0,0,24,211,32,267,15001,15372,,
510424543940153,103185414664070,"Philosophical Gym Bro",,OC,0,"03/31/2022 05:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wkJBd9ik9fhTKsFr8qYRAyAbvZGCsXYUFY1QzwFmNC277LC3iVZ3xWGDSwRkxGk5l,0,Foto,,,,,Total,0,0,39,29,,68,0,0,0,0,1,68,6,75,2917,2987,,
510607753921832,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"03/31/2022 10:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WBfGfjSQc6mL4R5xpHXhkmiweS1LRzkV7GXbmMQcmdenRTysDvwcYqa3dABbDkSUl,0,Foto,,,,,Total,0,0,226,78,,304,0,0,0,0,6,131,10,147,2925,2990,,
510548813927726,103185414664070,"Philosophical Gym Bro",,"Submission from a Bro:
""It is perhaps true to say that, in Greece, mathematics were born from techniques of measurement.""
--Foucault",0,"03/31/2022 16:03",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02x4kgkduktGfuiZbikTySPkPGmP6XxKKt1AYde4ygKG4qDCnjzDVax7a6HNGwMkCal,0,Foto,,,,,Total,0,0,50,14,,64,0,0,0,0,1,26,2,29,1612,1703,,
477867757195832,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"02/07/2022 04:02",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Pxiow9gNBenBRHq41VU9EkDmWRKHtgsunTKwrixuQA6w7PfenzLCpmotFUZzWKyNl,0,Foto,,,,,Total,0,0,4,6,,10,0,0,0,0,0,8,1,9,423,457,,
456054256043849,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"01/01/2022 19:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0A7UvskW9TUdvu7eqgf1rZqep1apbJKdvYK4vj22qrLQthMxQ4MuZ1modn9P6fYJCl,0,Foto,,,,,Total,0,0,136,72,,208,0,0,0,0,2,125,14,141,2144,2207,,
456414942674447,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"01/02/2022 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Hjtf9Y2zrMiRQPsWRdePtnMz9xSRxoUiSfyu3S5rPtUxY1wwMdVhDCk3FUBtDTmkl,0,Otro,,,,,Total,0,0,122,118,,240,0,0,0,0,0,41,5,46,1430,1455,,
456418002674141,103185414664070,"Philosophical Gym Bro","Actualización de estado",,64,"01/02/2022 09:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0tyS1f5Xyw9N6G6SfVgRjLziMHMGXV5Tx1bzGGCt5jtPpdhv3BG6SEk1PLKuPYMtBl,0,Vídeo,,,,,Total,0,0,97,,2,99,0,117,492,0,4,23,0,27,912,959,,
456447132671228,103185414664070,"Philosophical Gym Bro",,"Post-Modernism? Nah man, I just post Physique.",0,"01/02/2022 10:01",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0311LghCoizv9bafMAnsY3Nasg3KJbNhNKf6F6G8MPEkCyGFFzX3fkBnaVv2rBjkznl,0,Texto,,,,,Total,0,0,96,,,96,0,0,0,0,10,95,9,114,2158,2257,,1
