"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Otros clics","Visualizaciones de fotos","Clics en el enlace","Total de clics","Personas alcanzadas","Segundos reproducidos","Comentarios negativos únicos de los usuarios: Ocultar","Reproducciones de vídeo de 60 segundos","Segundos reproducidos de media","Reproducción de vídeo de 3 segundos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Tiempo medio dedicado al artículo","Profundidad de desplazamiento diaria en el artículo",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar todo"
372944744354801,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/21/2021 23:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qoXprgHxxZJ9Ebe9e3UbUXca5DNCuB2iYnBVfuoxSEDReNtEawWpCzkfA99aSCQJl,0,Foto,,,,,Total,46,22,,68,1147,0,1,0,0,0,0,97,10,107,0,0,1204,
372985251017417,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/22/2021 01:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid03Lmqd57CsN7gTFYmiVxYYcc5wJbK87ka6ViwgF5Nb5bPrED9KVVSHQWSEQk9qBDUl,0,Foto,,,,,Total,36,12,,48,753,0,1,0,0,0,2,33,1,36,0,0,787,
373433254305950,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/22/2021 18:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02EPBSvHyTPxcKLVFFimq2mUT2kmc7stduMgLUFsoepPYG2XAQmTC9K6tgDqSYDH2Fl,0,Foto,,,,,Total,3,2,,5,306,0,1,0,0,0,0,2,0,2,0,0,326,
373969374252338,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/23/2021 14:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RRbB9xe2nbgKi1T81aAsX537DZagMyhg6sPyELQfe6wuiKvTSCreJiTMKnDedxRRl,0,Foto,,,,,Total,14,4,,18,533,0,,0,0,0,0,10,1,11,0,0,559,
374754880840454,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/24/2021 21:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0QfMq7syJoBR6Xy4StNPsK2AoxXk2dowFQosoxovz8hT6jmjt7bNMdfr4Tva3xXLUl,0,Foto,,,,,Total,63,14,,77,940,0,1,0,0,0,2,40,5,47,0,0,983,
375048527477756,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/25/2021 07:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02DSo3ibknufj8TWWoKMub1rbyQ73jpmJQs4JmNbwMPd5wjYfoaZyvRX1MLgvUVpSPl,0,Foto,,,,,Total,25,12,,37,667,0,1,0,0,0,0,21,1,22,0,0,705,
375366084112667,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/25/2021 20:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WMwMQ8ewYQHFSEoTo7eoUFXsYivms3a8kq8Pq5RCVtucCEF37obBTT7SMnA3W7f6l,0,Foto,,,,,Total,34,11,,45,898,0,1,0,0,0,0,64,12,76,0,0,923,1
376037084045567,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/26/2021 22:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0aMFDec5mFwjp2VYpW9CHzhyS6XpwA73pYRoeonG7Wrjxe2BdyYbdpEN2dnvbo6kKl,0,Foto,,,,,Total,17,3,,20,731,0,,0,0,0,2,17,2,21,0,0,785,
376477027334906,103185414664070,"Philosophical Gym Bro",,,0,"08/27/2021 14:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0HtK7qiKXSA6Ap6ritYrnekVatcaDTHkGwWKYwud5Yej5PheGF2meG4VvY3vYjSWol,0,Foto,,,,,Total,72,15,1,88,1646,0,1,0,0,0,7,78,11,96,0,0,1710,
376663337316275,103185414664070,"Philosophical Gym Bro",,"OC depiction of the near future for Freudmin",0,"08/28/2021 11:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fsziwqjqszkcRuyx4aQnyBoK3iSWCia2ESbSSWZL2kGhJDakEEsEkQxGpUQBBPnfl,0,Foto,,,,,Total,93,10,,103,1691,0,,0,0,0,11,58,8,77,0,0,1809,
377298413919434,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/28/2021 21:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid031oSMYqwEbiBvRjwArMAtjowd7A7fgBiyD8jiN9GQSxALSf9Zd3Eh44AwouUSzJhkl,0,Foto,,,,,Total,2,5,1,8,389,0,,0,0,0,0,7,1,8,0,0,409,
378167747165834,103185414664070,"Philosophical Gym Bro","Actualización de estado","""Mother! The edible phalluses demand moisture.""",0,"08/30/2021 07:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0G77K6C6W8HPeSuGp6KcZUn5d419QTP5WFvtohwutxfPcKa4nUPL9jwrKcpnKBogUl,0,Foto,,,,,Total,14,6,,20,579,0,,0,0,0,0,19,3,22,0,0,605,
378558543793421,103185414664070,"Philosophical Gym Bro",,"I'm looking at you Camus. (And others)
O.C.",0,"08/30/2021 20:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RmaLD3kngU3u9vJVSikT3xBZGXUntJ1xCCKorsSMNbN5NmiTSsK9KqjjaTc5PKn5l,0,Foto,,,,,Total,26,4,,30,1071,0,,0,0,0,1,28,4,33,0,0,1114,
378939227088686,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/31/2021 10:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037mXPf6h2bygYcSYgd52mKWsoUdv8qMaK9gUvo9JU4967nq1UuBF51cR8owJPdaSbl,0,Foto,,,,,Total,32,13,,45,843,0,,0,0,0,0,43,5,48,0,0,865,
378975967085012,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"08/31/2021 11:08",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0yEUasdNojfT3jqUBNaaKrwBdSXUhHtXPon7FXGT8g5vMe8GmewV2TwkDCqEnHZc8l,0,Foto,,,,,Total,19,7,,26,794,0,,0,0,0,0,25,4,29,0,0,825,
379697513679524,103185414664070,"Philosophical Gym Bro",,"A quick and lazy OC",0,"09/01/2021 13:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0sJgZodUHEA6DkQFiSr5YQws8y7vAeVQcrHxw3vd87GNpXx1c5q2n2Y3EUrQaAXJ9l,0,Foto,,,,,Total,5,,,5,356,0,,0,0,0,0,29,3,32,0,0,379,
379739180342024,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/01/2021 14:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0q7nEz8UAToq7gw3HT5ZPSZyPipBmRxx6yJ9RsMk1cfU471DLuXNLP6WpzJP9DN9Vl,0,Foto,,,,,Total,2,3,,5,363,0,,0,0,0,0,1,0,1,0,0,382,
379771550338787,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/01/2021 16:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02X6e25NkpXzMkeTd4tLXEas1d4Wn1Y2mCZtwyrTUeHxuyFu3LCeBFs4xpxSrxTTELl,0,Foto,,,,,Total,16,7,,23,681,0,,0,0,0,0,36,5,41,0,0,714,
379790913670184,103185414664070,"Philosophical Gym Bro",,"Historymin just finished Anna Karenina. Good stuff. 
OC",0,"09/02/2021 11:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid016GVAtCXU8EiAHxYyFH6MxFDxwbgbhQyfFwqZdWHHKs2bJ7iUWheTajouAGKSi4Rl,0,Foto,,,,,Total,9,22,,31,689,0,,0,0,0,1,7,0,8,0,0,725,
380427173606558,103185414664070,"Philosophical Gym Bro","Actualización de estado","Alternatively this is an example of the Lacanian passion of ignorance, of *shniiffffffff* the will not-to-know and so on",0,"09/02/2021 16:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09TvcW9WHvgUGb2ofAUqXr5dz2jp8QKSunFPTj3t1YKB7yQypYV2UNLkwezAw2caGl,0,Foto,,,,,Total,8,1,,9,567,0,,0,0,0,0,20,2,22,0,0,586,
380487336933875,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"09/02/2021 18:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026hvzfFZQGq1xuj4ckBQuGXbmuBgonAJZXBzusTj4zi4m3hNDQNhYuUGHGQLpn55Pl,0,Foto,,,,,Total,20,4,,24,400,0,,0,0,0,1,15,1,17,0,0,413,
380893396893269,103185414664070,"Philosophical Gym Bro",,"We on our passion of ignorance bullshit",0,"09/03/2021 09:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0NjkKKzGjquP2MA5dgxdyAtbiRJwAAHCS7ymF85uCnwzGvmh4ygCCi4zARuqgs3c6l,0,Foto,,,,,Total,17,2,,19,959,0,1,0,0,0,9,54,7,70,0,0,969,
381141960201746,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/03/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02iEj4kMmWmYxHaAaLwopmcKuKZXx7PMSSXkU33Me2J7LoVtupfiWcCyteAYzJLRCal,0,Foto,,,,,Total,10,2,,12,533,0,,0,0,0,0,17,0,17,0,0,551,
381148436867765,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/03/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Pikm9nF6TDBzhUcTCf72zebTQ1zxn2uEtsU3LbJXUmhzPWKysb4UYPExXKDj5Kssl,0,Foto,,,,,Total,42,11,,53,1018,0,1,0,0,0,5,89,15,109,0,0,1043,
381163743532901,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/03/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0cBciW1CFVPRMxxiuQyfNaofGWfzVbuCycaJXDyUV2orC4rypnmGD1dzKJnUfUfZYl,0,Foto,,,,,Total,19,11,,30,660,0,,0,0,0,0,48,11,59,0,0,711,
381638013485474,103185414664070,"Philosophical Gym Bro",,,0,"09/04/2021 13:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0263pLdHWxRyaqe5CjLpn9Sy9TUEeaPoEFaTS8Qf8sLGHsb1CW8FYisgmU414D5HsCl,0,Foto,,,,,Total,24,31,,55,1096,0,,0,0,0,0,26,2,28,0,0,1136,
381725576810051,103185414664070,"Philosophical Gym Bro","Actualización de estado","Existentialists are manlets confirmed",0,"09/04/2021 17:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0zAKLbYThRSQXMnKSuXkv16q3f1hLCZgCGFH8qBHsyuzoqwxRnaYex7LVF89W7wWel,0,Foto,,,,,Total,58,6,,64,1078,0,1,0,0,0,2,48,9,59,0,0,1112,
381740210141921,103185414664070,"Philosophical Gym Bro","Actualización de estado","just @ us next time bro",0,"09/04/2021 17:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0JJEHEry4ufThwRXmHPW62xhYob6VaXVMkP5Cc24iFnTHQi7GYuDMgYrcZSLsYJ8nl,0,Texto,,,,,Total,91,,,91,955,0,1,0,0,0,2,63,9,74,0,0,1005,
382145220101420,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/05/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WcToK62y1ii6JVeYboNeZa6jgoyJXUzA5qE2PWd9Zg7JVvWnfL4D9hnbquPHZQnJl,0,Foto,,,,,Total,50,15,,65,923,0,1,0,0,0,2,50,5,57,0,0,964,
382379150078027,103185414664070,"Philosophical Gym Bro","Actualización de estado",,26,"09/05/2021 18:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0FAWDgrjBwUDdHJKmtsmRXPuNfMyV9LGi1bCFgg4Adxf3CpULTa14rsU52KiaeaJdl,0,Vídeo,,,,,Total,75,,1,76,565,0,1,0,0,263,1,20,0,21,0,0,589,
383142473335028,103185414664070,"Philosophical Gym Bro",,"Late night OC",0,"09/07/2021 01:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0cqqhvAzUG4tmzt2oHc6Z3Cu3kZjWDkJRZpPjuKtTkrFKybjPNXQAYzDVDi4nGdh3l,0,Foto,,,,,Total,128,12,,140,2441,0,1,0,0,0,4,75,14,93,0,0,2575,1
383635156619093,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/07/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02K4MERWyrYE5AFLhpRsiEYuDD1nFcKuFaigedmXXcQ9rC3VB81bJ1noERaXJyURnKl,0,Foto,,,,,Total,7,1,,8,245,0,,0,0,0,0,9,0,9,0,0,268,
383902243259051,103185414664070,"Philosophical Gym Bro",,"Freudmin may have the coof. It was an honor serving with you gentlemen.",0,"09/08/2021 06:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02BiRuV7Wou4E4GeZYuuH2TecX9ZCTJRnAFxMEBP1BaQfW7NVVMHjpr4R2W4QwzZbql,0,Foto,,,,,Total,20,,,20,453,0,,0,0,0,1,20,0,21,0,0,477,
385484513100824,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/10/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Anb9mCRvD8PSNpaVdQZBmJ35ozEFkXvzQWiNXm78GhvbGPun26HzHDEuFQoF3pMml,0,Foto,,,,,Total,15,12,,27,887,0,1,0,0,0,0,42,5,47,0,0,919,
385723609743581,103185414664070,"Philosophical Gym Bro",,"Found in the wild",0,"09/11/2021 01:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02cgZDUVJN5Pf957prux6VXKcU6drHCQayBHD1zqnvoPNwxx1sADPXPh3JkSANYw1cl,0,Foto,,,,,Total,4,6,,10,608,0,1,0,0,0,0,18,0,18,0,0,624,
386143403034935,103185414664070,"Philosophical Gym Bro",,"OC
I have no idea what this means. It just came to me and I laughed.",0,"09/12/2021 11:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TZypAoHLCYJoN1pCXzBZBsw7uQxmpfAbfS43VDN5UXBNYB5rYXBLcqFo8aHAT9i8l,0,Foto,,,,,Total,13,5,,18,466,0,,0,0,0,1,14,1,16,0,0,491,
387172832931992,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/13/2021 06:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02aMTpwnh9gZM2JgSARzMX4qkRe6ecMBtrv8kfNwCPzWaVwSEDKCGVWjByZvm7G3ndl,0,Foto,,,,,Total,45,3,,48,895,0,1,0,0,0,2,20,4,26,0,0,920,
387964476186161,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/14/2021 10:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02mK4pJYtadirfxJRVTwogV4PC2MGkJtxHTNwSboFrPqgrvVZd8S9tZVpjFmUKGTNZl,0,Foto,,,,,Total,33,23,,56,958,0,,0,0,0,1,97,10,108,0,0,984,
388268806155728,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/14/2021 23:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02t7kYKkryvY3cp4eU9Xfd7GpaEDRYWrmXh3LB1MumVW6Xtngo4bgKReXA7eS1QLAol,0,Foto,,,,,Total,63,19,,82,1124,0,1,0,0,0,4,75,7,86,0,0,1136,
388779419438000,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/15/2021 18:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0VaWR4HDxcHx9BMPQZR1J1npNwgNpuZQqLQTwQDxywDKdyqaDZGo3gkWAgdZ3pECgl,0,Foto,,,,,Total,24,10,,34,484,0,,0,0,0,0,22,6,28,0,0,504,
388901002759175,103185414664070,"Philosophical Gym Bro","Actualización de estado","When the obnoxious kid from your metaphysics class last year who thinks he's fucking Socrates is in your ethics class this semester",0,"09/15/2021 23:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0wJY3t5LJgfQRRSLVQxz7eZSuqT9P1Hy42wSrQBn3DkZTWLr6FX9bNrGxP1BgxSVl,0,Foto,,,,,Total,16,7,,23,657,0,1,0,0,0,0,43,3,46,0,0,678,
389785622670713,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/17/2021 06:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02RLEjvokusH61jWJpfhZTPrpxRecgLYokDi5UoPymHW6GWcUgDdboB5q1TRi165Rml,0,Foto,,,,,Total,7,4,,11,597,0,,0,0,0,0,19,3,22,0,0,604,
389832369332705,103185414664070,"Philosophical Gym Bro","Sigmund Freud's Dank Meme Stash 2: Daddy's Return",,0,"09/17/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02odcXvEivPGkE7iBUdJEECDkKb59S6LP1GvH9ApFPcBoHrArmvXhGWNPwbrKdoqfsl,0,Otro,,,,,Total,18,10,,28,814,0,,0,0,0,1,27,1,29,0,0,838,
389883605994248,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/17/2021 09:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02353f2fXVkfNNsF6enS6mMzfDoJdzJUwCLnFALXzkZba2LNncAa4DN7kJpeEp5kWvl,0,Foto,,,,,Total,14,18,,32,767,0,,0,0,0,2,20,0,22,0,0,787,
389953915987217,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/17/2021 12:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02zAyHRY6BZSGTM9T5z8rJwN2PiVBcKBgwxrbkp1NqMKhTDc55tFF4wXPFLTkF8WmPl,0,Foto,,,,,Total,41,8,,49,929,0,,0,0,0,2,32,1,35,0,0,932,
390672252582050,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/18/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0uA9QV48Wk1nbCofwzYZWZnHgB6tk5Phrt5cqaQeuQ8Wr1VSWWwix6sQjzqq1uSTHl,0,Foto,,,,,Total,150,90,,240,1351,0,,0,0,0,1,65,4,70,0,0,1384,
390699209246021,103185414664070,"Philosophical Gym Bro","Actualización de estado","Lift big brain books",0,"09/18/2021 17:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qURQLS7ZveCgTTBcUHEFCrMt9AkzBf1QXhUBAcqCLe4JpqV4GY5T4jm7gkjxHp18l,0,Foto,,,,,Total,51,14,,65,958,0,,0,0,0,1,44,0,45,0,0,1008,
391711902478085,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/20/2021 09:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0tfXsdC2fMA5gZDQVkNZA4GEZpfMia3TRkL2oYLrCTVgqcG1VkbykKgSnTNFDqCA2l,0,Foto,,,,,Total,5,4,,9,483,0,,0,0,0,0,10,1,11,0,0,500,
391764565806152,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/20/2021 10:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0UjoLteyNiXDvE82uDKzuTksBF8dUHwxA2shGQX2JfWwkfJxHpw33kP33ABAnqfFtl,0,Foto,,,,,Total,26,5,,31,611,0,1,0,0,0,0,31,0,31,0,0,625,
391963895786219,103185414664070,"Philosophical Gym Bro",,Stolen,0,"09/20/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Yd6mckzRwph3KCc5Q6UgwoaM6obGxmyJ2eVs7p48vfSiDsYxvSfXiifVtGGdxkjhl,0,Foto,,,,,Total,28,8,,36,1124,0,,0,0,0,1,44,6,51,0,0,1130,
392507529065189,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/21/2021 12:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02a8FR4W1XC1gVA5vEsGxMjkLub3QP9VUPWt724bAtArSB2Epxb4cTMsnvwgTBHxRXl,0,Foto,,,,,Total,88,23,,111,1145,0,2,0,0,0,1,40,2,43,0,0,1169,
392534105729198,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/21/2021 13:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06nr6MbRRUvseyF8E24okGp6bedKHmDFfAB5mNMkz7CnF8DTpTxAg4kHT8CwgRVZGl,0,Foto,,,,,Total,21,9,,30,605,0,,0,0,0,0,31,3,34,0,0,622,
392740812375194,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"09/21/2021 21:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Mit76HvxBYsywFQktd1RWMKCeJFd6czZhWhybQKd4A5KJ4h6xrSsNVQoGwfxVPYAl,0,Otro,,,,,Total,4,,,4,446,0,,0,0,0,0,13,0,13,0,0,458,
392749025707706,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/21/2021 22:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0JtdYphi5LufYDcYQ4v54ktZovZoispcaw5EuumLp3f9wV1iZ8M86H4KoLnysxQLwl,0,Foto,,,,,Total,130,19,,149,1295,0,1,0,0,0,2,99,8,109,0,0,1323,
392805999035342,103185414664070,"Philosophical Gym Bro","Actualización de estado","Who else rereading Foundation before the show comes out?",0,"09/22/2021 00:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tW2jrLU79bAnzKcEDFT46jhLXjXzUPi4oTUcpffhwFS2AwiShHQG6D4tUuCsWL7Zl,0,Foto,,,,,Total,8,12,,20,464,0,,0,0,0,0,9,2,11,0,0,480,
392991085683500,103185414664070,"Philosophical Gym Bro","Actualización de estado","Yes and",0,"09/22/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0we5s2AsULRXYq4PrF95ABRoSH39StVZH9BL6jGq4pcKVTQVLpF62a52sHMx3JpGgl,0,Foto,,,,,Total,52,17,,69,1223,0,1,0,0,0,0,76,8,84,0,0,1252,
393690572280218,103185414664070,"Philosophical Gym Bro",,oC,0,"09/23/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Pg2M7VUZox1Jkdqdi14HrAhaBd7jgF32HTxyhk2ZJAFjtBSBDQZ8f6oiRD24ki63l,0,Foto,,,,,Total,1,2,,3,372,0,,0,0,0,0,13,1,14,0,0,399,
393900222259253,103185414664070,"Philosophical Gym Bro",,OC,0,"09/23/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0W7JdaCRJa5QQwCNEKnZLbuH45QtrZp7qHLnAMgPRNe8SRhEn5EbMQfdvhB6tzicpl,0,Foto,,,,,Total,18,8,,26,770,0,,0,0,0,1,52,3,56,0,0,823,
394357518880190,103185414664070,"Philosophical Gym Bro",,Stolen,0,"09/24/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0puSUjEBdZB6JgmXuqFTyqVYo9GT6eWuskVjS8q6Su2M1uGMfokqzdvruW5Cemyvtl,0,Foto,,,,,Total,73,34,,107,3543,0,1,0,0,0,13,226,28,267,0,0,3752,
394695548846387,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"09/24/2021 21:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0FWbi89bim5dBEBaNPbhKDx5SZsTgsmxBmL8RH7ZHERFgv3UYQddD2TUvFGNb6VAxl,0,Otro,,,,,Total,30,7,,37,660,0,1,0,0,0,3,36,8,47,0,0,694,
395177625464846,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/25/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02GetUaiBf1Tu3aPNxFRoLBLsnRKfktTp72R8rSrvLvPU128FVeUgwM5gspqjFgydml,0,Foto,,,,,Total,25,12,,37,667,0,,0,0,0,0,15,3,18,0,0,685,
395178345464774,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/25/2021 15:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kjDDdivSqkTFt6vL6ZAhSUMxBz9fyDe7QmoFkdDM1TExB3owjRB7pnwTkB3EsMDbl,0,Foto,,,,,Total,31,10,,41,879,0,,0,0,0,1,28,4,33,0,0,917,
395590022090273,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/26/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UQuVdc9JX69S6fSZGNiWwVejjRRQ6crMUKdnonVWD2MH2wQjyLKCw9ZbvvvpHJhkl,0,Foto,,,,,Total,61,21,,82,794,0,,0,0,0,0,30,3,33,0,0,805,
395594605423148,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/26/2021 07:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02D4JCrrHDfNtzoQLDWQdzZwfW9tb4xVYxUV39XSNP7LhWbwsAZwX9HyqY8pnMuNyjl,0,Foto,,,,,Total,19,5,,24,508,0,,0,0,0,0,12,1,13,0,0,524,
395670548748887,103185414664070,"Philosophical Gym Bro",,"What could this mean? (Not OC)",0,"09/26/2021 09:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0GR8RpPzDU77okQunpiLGBtjFXWxraU3j9Zd78AHjzytgGJybRX4zU8GDHdWu6mdXl,0,Foto,,,,,Total,35,19,,54,789,0,,0,0,0,3,32,5,40,0,0,838,
396885115294097,103185414664070,"Philosophical Gym Bro",,"Not OC, but ya boi has been reading Heidegger lately",0,"09/28/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034YmxVmjWvtKP4Kd7sAEHf8vxFGcTgVXKuSbakxiaobKxLXodAHacx3LP7QCcZbxAl,0,Foto,,,,,Total,212,55,,267,3240,0,1,0,0,0,23,199,32,254,0,0,3414,
396902181959057,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/28/2021 08:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uAagYeFT2JvEBkZS4RVPymLDhgQZXnHF4jZWS7zMMHxaJko7q418gANPZvTZafvWl,0,Foto,,,,,Total,18,4,1,23,728,0,,0,0,0,2,35,3,40,0,0,744,
396953725287236,103185414664070,"Philosophical Gym Bro",,"NORMALIZE 👏 HAVING 👏 FOUR 👏 EGGS 👏 AND 👏 A 👏 PROTEIN 👏 SHAKE 👏 FOR 👏 BREAKFAST 👏",0,"09/28/2021 10:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tocX3jLin3zGEUdqpvGkUrXHcC2tHSKRxEVSRHWG5d9aLBH1rXMz7usgmafrWjydl,0,Texto,,,,,Total,55,,,55,776,0,,0,0,0,6,33,1,40,0,0,809,
397072941941981,103185414664070,"Philosophical Gym Bro",,,0,"09/28/2021 14:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0zoEHz3ZXD3tbbBek5RzbGMARE4vSZ6VnDXcw5AkTYfic9h4vtE4NnwttH2qMyKeRl,0,Foto,,,,,Total,19,4,,23,959,0,,0,0,0,1,54,5,60,0,0,1024,
397176708598271,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"09/28/2021 19:09",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fRZrJo6PDPR8f1KFVd7kQVVsHh5Nxc3dpGG31eXSw15bES92YDZXSWMaBV6da21Zl,0,Foto,,,,,Total,41,5,,46,335,0,,0,0,0,0,6,0,6,0,0,357,
