identificador de la publicación,Identificador de la página,Nombre de la página,Título,Descripción,Duración (segundos),Hora de publicación,Tipo de subtítulo,Enlace permanente,Se usa en varias publicaciones,Tipo de publicación,Idiomas,Etiquetas personalizadas,"Estado ""Contenido financiado""",Comentario,Fecha,Reproducción de vídeo de 3 segundos,Profundidad de desplazamiento diaria en el artículo,Personas alcanzadas,Tiempo medio dedicado al artículo,Impresiones,Segundos reproducidos,Reproducciones de vídeo de 60 segundos,Otros clics,Clics en el enlace,Visualizaciones de fotos,Total de clics,Segundos reproducidos de media,Comentarios,Me gusta,Veces compartido,Interacciones,Comentarios negativos únicos de los usuarios: Ocultar todo,Comentarios negativos únicos de los usuarios: Ocultar
4.89895E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/18/2022 13:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ffeFubvXiSQo4wGowL3qoFXZnfE4uNbD4N5fPrJ1UbxzHakz3zNqZW2iM79wKabrl,0,Foto,,,,,Total,0,0,1580,0,1657,0,0,36,,64,100,0,0,28,3,31,,
4.89981E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/18/2022 16:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02P3yQ3G9DnCuT8yeDPqYqpSqdQGj4A4FKbgt5WZ6Hf1uLvFTa55kac72aB3ctSUkgl,0,Foto,,,,,Total,0,0,2734,0,2928,0,0,147,,335,482,0,3,107,19,129,,
4.90846E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/19/2022 20:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0jpfsE7XJ4SL6AzhPTkzNeEWocBkwyk86KrZWUDHp5Tgfs7XDYDaCCQrts45vGZGKl,0,Foto,,,,,Total,0,0,1799,0,1883,0,0,49,,56,105,0,0,23,3,26,,
4.91727E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/20/2022 21:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qz7f9SmecR8mfT51RMRDZXkdMmAeFKEzJ6aFwyuo1HR5w6gsB6w99QGT6aDU1ZUql,0,Foto,,,,,Total,0,0,2063,0,2128,0,0,38,,60,98,0,0,19,2,21,,
4.92662E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/22/2022 07:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0W9hLgYPjAjbYuVky9vkBgLDsUWGgypvvvrxmtZZQwUiGbU42Udo5xtfgivSfkbL3l,0,Foto,,,,,Total,0,0,3630,0,3796,0,0,184,,173,357,0,10,137,21,168,,
4.9275E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/22/2022 09:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02GNw3P1Mwe4amCfFYnbJwaiyjizSmjuAgqvmyToYKnUDHbQ3ArBz3u5gE64ykRcZCl,0,Foto,,,,,Total,0,0,3250,0,3303,0,0,228,1,267,496,0,6,38,3,47,,
4.93511E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/23/2022 11:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0BybmrPh2YXSWwf5jKp2g74D3HG6gnqsSqeFRFa7TcFMmpCSCeZ4f7Fkx4RfqR9x8l,0,Foto,,,,,Total,0,0,1200,0,1249,0,0,42,,23,65,0,0,16,1,17,,
4.94342E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Oh look three different pictures of me,0,8/24/2022 14:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023Ymtx2bdjGfm3Qa8AoQB3QZFAp2YdbMEMmgKWuq5mmc3mK9HBxq2232UX9PYJDQdl,0,Foto,,,,,Total,0,0,1910,0,2005,0,0,101,,115,216,0,8,43,8,59,,
4.94427E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/24/2022 17:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02HZWtM3hJpJ6avZXG3Z6qzGfKHzHvL1L4vdU4buaHmi6CbfcLrZoN6URCU8HyjbEUl,0,Foto,,,,,Total,0,0,2504,0,2569,0,0,65,,52,117,0,1,70,13,84,,
4.94766E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Lacan?,0,8/25/2022 05:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02H7XMEp4ws74RfrQz5xPLewDjgxxL5GxLSnJbfkPz9a4efkFBcFxwWARraSue3os9l,0,Foto,,,,,Total,0,0,1985,0,2044,0,0,53,,47,100,0,0,24,5,29,,
4.95346E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,I'm still bitter about this. There is an alternate timeline where the zombie fad ended with an actually good adaptation of this book and is maybe remembered somewhat fondly. Instead it ended with a truly mediocre adaptation of the Walking Dead comics and is a joke of a genre.,0,8/25/2022 22:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02XXraC5U9A4JYti7s87EXAomfD9tDS5y3fMaKzBkgHpitoVqXjt4tu6y2fKoDqUV5l,0,Foto,,,,,Total,0,0,3279,0,3384,0,0,393,,559,952,0,8,45,4,57,,
4.95796E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/26/2022 11:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Zqe1bZvDqvtuYuwoRq4z3sy6Ns1NEmEjSPMsQUs1emBt4nMGzJpuV6cVq8gYmTyzl,0,Foto,,,,,Total,0,0,1890,0,1951,0,0,28,,55,83,0,0,30,3,33,,
4.96603E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/27/2022 14:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WAgGDueSFUQoykvPNfDJYvKPCMuQiJDJ2tjVAxS1ag57cpEKceprhydm2D8MnA6Xl,0,Foto,,,,,Total,0,0,2414,0,2536,0,0,174,,145,319,0,2,46,7,55,,
4.97404E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Damn straight. Other admins need not comment.,0,8/28/2022 14:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ArQBQwaK37cizmV8YKUPJEnBg34hpmtgMfEa9xxYgLtNTaxGztMykTHt96iDpigHl,0,Foto,,,,,Total,0,0,2980,0,3076,0,0,282,1,717,1000,0,4,67,11,82,,
4.98712E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/30/2022 08:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qnYEZxmYCvrYk7rowcFY7exJTJoVrbV9ZdkHNJyhgvYMwCtdcsUrTLXRUZqJfjinl,0,Foto,,,,,Total,0,0,4188,0,4298,0,0,329,,290,619,0,5,180,21,206,1,1
4.98847E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/30/2022 12:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02b127tA3uNq2PmNuUS5aAfphhGomx29PfvM5KmmUuJfcC3pvG8AWZAdKnaMCRcTzBl,0,Foto,,,,,Total,0,0,2304,0,2332,0,0,69,,71,140,0,1,46,4,51,,
4.98852E+14,1.03185E+14,Philosophical Gym Bro,Fotos de la biografía,,0,8/30/2022 12:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0CBHXp5Susw3oJhHHhPhoZrDy8AGQ8jzdYStmk293so1Der5rZGyBC8N6sSYw2gigl,0,Foto,,,,,Total,0,0,2282,0,2320,0,0,96,,62,158,0,1,59,12,72,,
4.9902E+14,1.03185E+14,Philosophical Gym Bro,,"Was with my grandma and she asked me ""Have you heard of Gen Z? What's that?"" 
I didn't really know what to say.",0,8/30/2022 18:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02TfyVScG9ztuLtM2BpKHvn5BtWyrArcCUeg2DTex2c59D3qHKA7W2f2pK419ZaVngl,0,Foto,,,,,Total,0,0,1704,0,1736,0,0,25,,30,55,0,1,45,9,55,,
4.99599E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,8/31/2022 12:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid07QmNYvTZFDMoKPxUJ2uQg6PLH17Ri7E2wbYxiNRypT1VubHSNgfmsguoF2cruRQjl,0,Foto,,,,,Total,0,0,1948,0,2036,0,0,33,,42,75,0,0,21,4,25,,
4.9966E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,How do you do fellow KINGS?,0,8/31/2022 13:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0r2jeu5F949akoJb9po5PQvPCrpNJBC829RGp9caGPysVuScwqAVQBFZ7mpQUGGDdl,0,Foto,,,,,Total,0,0,1956,0,2013,0,0,86,,60,146,0,1,34,2,37,,
4.99795E+14,1.03185E+14,Philosophical Gym Bro,,Anti philosophy philosopher gang rise up,0,8/31/2022 18:08,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ujfJDwJYVZbMj7mpgavN3mFMMFy4jzAzQBonYL61mvMeU3WBBwbQdA8F4yPxmm8pl,0,Foto,,,,,Total,0,0,3907,0,4087,0,0,135,,73,208,0,10,125,14,149,,1
5.00544E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/1/2022 17:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DWAmsX99cVG2cD1faV9SLXaFrMYNmNe8bq5oXMvN6JEpC44kmZSka34gxDyH7Kywl,0,Foto,,,,,Total,0,0,2556,0,2575,0,0,83,,83,166,0,1,44,9,54,,
5.00591E+14,1.03185E+14,Philosophical Gym Bro,,"Guys, I think I'm feeling Jews Ents. 😥",0,9/1/2022 18:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid04p4CHEva6bpftoVWxj6hPu3xB1nLk7jDczafZDQgpzAuMnxAcAB5ok2eDbeLqLbil,0,Foto,,,,,Total,0,0,990,0,1045,0,0,12,,3,15,0,0,14,2,16,,
5.01083E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/2/2022 09:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08AENuaqrjrhQieABQ4QV3QNH53jNhfsUAZ1Y7BCZfjqCk6fgaT2UnpR9saFhCJeel,0,Foto,,,,,Total,0,0,4674,0,4836,0,0,447,,463,910,0,18,186,22,226,,
5.0116E+14,1.03185E+14,Philosophical Gym Bro,,OC. Enjoy responsibly,0,9/2/2022 12:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid03vj8MzCVmLDasaxVVo9ueeLovyWo6tnb4f9nqBZZB8w2cgvg9yesg2iATTcU5j5Kl,0,Foto,,,,,Total,0,0,1400,0,1476,0,0,33,,27,60,0,6,25,4,35,,
5.01221E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/2/2022 14:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02gFcBxdeSSQDSt3KBZe77npmVskQV26k4Fm1Zy5wr461R1ZpLbS2WbrSyPmHaFiZrl,0,Foto,,,,,Total,0,0,2570,0,2696,0,0,126,4,117,247,0,0,109,30,139,,
5.01161E+14,1.03185E+14,Philosophical Gym Bro,,M(O)re La(C)an memes,0,9/3/2022 06:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02VCYVTjiH4xSXiMcBzWDp1b1GLakiiYqcqsy5cVTDi3DgHtaWEX4mfxLNHJFqRBYUl,0,Foto,,,,,Total,0,0,1412,0,1469,0,0,78,,25,103,0,3,44,7,54,,
5.02122E+14,1.03185E+14,Philosophical Gym Bro,,"Uncle Ted, known among mathematicians for his work on so called ""Kazynski Convergence,"" 
O.C.",0,9/3/2022 20:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09BCpBnm4Dee1gLTaVE6Mbm6jA1CEtoq4CepsvBScgg264NpuPJeUDK5rjZXatG87l,0,Foto,,,,,Total,0,0,1907,0,1946,0,0,85,,32,117,0,4,36,2,42,,
5.02436E+14,1.03185E+14,Philosophical Gym Bro,,"I was in the middle of taking a screenshot to make into a meme when this ad popped up and the meme literally made itself.
The 20-second flashbacks in Shadow of Mordor were literally a better adaptation than this.
OC",0,9/4/2022 06:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ZAehwDUgQw6uykp2Zy3LWg62CtG3dfRTVBVxdnLkyPJGqbqD3oMfTE5CzTLpJ47Xl,0,Foto,,,,,Total,0,0,2344,0,2498,0,0,184,,313,497,0,8,13,0,21,,
5.02588E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/4/2022 09:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fgjfCrNSRrHLGvj5n9rrz4X6AXou9hiN8n6jGfSTqp2gNuz5d829QG2AYJSzHasYl,0,Texto,,,,,Total,0,0,1314,0,1365,0,0,60,,,60,0,1,39,5,45,,
5.0262E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/4/2022 10:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0pRFcepqAD8qP4et47gpkD99dkAXJehmwDGXoZM9T7Pv9PvdJBbACvpsKMtthUAvdl,0,Foto,,,,,Total,0,0,1744,0,1797,0,0,29,4,32,65,0,1,12,0,13,,
5.03215E+14,1.03185E+14,Philosophical Gym Bro,,OC,0,9/5/2022 05:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hNb4mCyQQkdhsiFFfAJtqcx9HeY72MvaQAyBgEG53Ce28R9tKVmRzkwAScTLLLFil,0,Foto,,,,,Total,0,0,2085,0,2164,0,0,25,,47,72,0,1,55,13,69,,
5.04444E+14,1.03185E+14,Philosophical Gym Bro,,Here's one for all you mathbros,0,9/6/2022 18:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02J7x93ErNYW33TGCMhjqMSS9XaYKdSR8DKDMdzB2mcAT28XLtPp5RFEyDLZjbD3MEl,0,Foto,,,,,Total,0,0,2645,0,2725,0,0,77,,67,144,0,2,68,6,76,,
5.04776E+14,1.03185E+14,Philosophical Gym Bro,,OC,0,9/7/2022 05:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0229CEZQAtQ5SwSASub2Kz1TGedALSrt2aqz3chdNDEAUGzC6GfhSaFnBC5VsRyUMHl,0,Foto,,,,,Total,0,0,2376,0,2406,0,0,25,,33,58,0,0,53,9,62,,
5.04992E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/7/2022 09:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid029RjE4kt26eouU3sYLeRcubpHecs1gRkX463qSs8MWnaxHhFaZqQBcZQyn5SPDuoCl,0,Texto,,,,,Total,0,0,1860,0,1967,0,0,59,,,59,0,0,33,5,38,,
5.05902E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/8/2022 12:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026xLSSeuw9ixYQ5pSFonBZy1mrJNuw5gZBMfCGhmgh19rgf7kfSNyKwFsBxoKWhmQl,0,Foto,,,,,Total,0,0,12465,0,13314,0,0,451,,406,857,0,21,485,133,639,,
5.06468E+14,1.03185E+14,Philosophical Gym Bro,,OC,0,9/9/2022 05:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0325hWGvm36cgyEJ92fTc1dJd7wBCUmPGNzv7BMwhFXBVDXEoBG2Tthj1tgqG2mWgZl,0,Foto,,,,,Total,0,0,3329,0,3531,0,0,126,,1001,1127,0,0,41,6,47,,
5.06913E+14,1.03185E+14,Philosophical Gym Bro,,Jk jk... Unless?,0,9/9/2022 17:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0jMUeuebQttkegFL3tNPcMbmhUkQK5v1HUwbCdSnWsiN6oDxzb9SzJHgjYXp3Yz3Nl,0,Foto,,,,,Total,0,0,2507,0,2685,0,0,20,,65,85,0,0,87,18,105,,
5.07495E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/10/2022 08:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid031VxDZ4uaPmoT1dYxBuA9Vb6PvEbMpYDTNM86D4FhoSuhMwF8kMBgyMDSuMhhjZDxl,0,Foto,,,,,Total,0,0,1744,0,1797,0,0,18,,42,60,0,0,24,2,26,,
5.07619E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/10/2022 11:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid04xTvkr3DabCwXp5S49Ty3UXAo47AXUPfn2NAphUBxpDx7XAY9uCco4gTRyaTFA2Yl,0,Texto,,,,,Total,0,0,3041,0,3169,0,0,135,,95,230,0,3,85,13,101,,
5.07847E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/10/2022 19:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02qRgKYo5KcWNGCD1RbDyJ7B617UM6Cf8BntR7xbtyJhxbWz1wBue8K8CTmEgjsgR8l,0,Foto,,,,,Total,0,0,2584,0,2659,0,0,77,3,125,205,0,3,51,11,65,,
5.08238E+14,1.03185E+14,Philosophical Gym Bro,,"""Do the reading? No bro, I just think like, deep thoughts all the time instead""",0,9/11/2022 07:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0kjCavMunmHvz9XMyhnpqaCpwHF7sKQGDXcEtzLeoYviLCH5gtrTjpNMHjdM8qcxRl,0,Foto,,,,,Total,0,0,4332,0,4514,0,0,231,,399,630,0,9,135,16,160,,
5.08327E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/11/2022 09:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RyuRibmbvC1xv1UxkLUP6EHGju9NR6D7KSvgiqbf88E2XaccpLfrfYrpWFgw1H1Wl,0,Foto,,,,,Total,0,0,3764,0,3876,0,0,176,,721,897,0,2,38,8,48,,
5.09187E+14,1.03185E+14,Philosophical Gym Bro,,No context O.C,0,9/12/2022 08:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Pof8dYwEZWyLN6mUbfjUGkwV3mDqDM6qEH2vyZEtKy5JyTbiKSNCzi1FAVAStrycl,0,Foto,,,,,Total,0,0,3028,0,3196,0,0,163,,138,301,0,2,144,24,170,,
5.09381E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/12/2022 13:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02xAKjGyQGEQbZ8NCve2KTfZTFChoj5B9mC4qUax4Nzu69QqbC5hPs5N4nzsPN4rsNl,0,Foto,,,,,Total,0,0,6587,0,6587,0,0,277,,389,666,0,33,253,42,328,,
5.10225E+14,1.03185E+14,Philosophical Gym Bro,Sigmund Freud's Dank Meme Stash 2: Daddy's Return,,0,9/13/2022 12:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02tc8nYLTmUKgRk7o2nR4cL7NGkDPx2JjzgT2VmDngHtUegJgEmiPjsioWTvSVyRTml,0,Otro,,,,,Total,0,0,2450,0,2536,0,0,63,,101,164,0,0,47,16,63,,
5.11212E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/14/2022 17:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kpfG2WPTbCWGuhh9MZZvysuwrXzTouBQb9EcCHzp5evZzK7SXdq6TyingMFPnou1l,0,Foto,,,,,Total,0,0,3762,0,3762,0,0,290,,163,453,0,3,139,15,157,,1
5.13638E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/17/2022 13:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02A3sqmqhRPZHFUXjCaxh1bKVVcA3syVtN5zfSzViwqtZjyj489yCevw75VQZ3HxcFl,0,Foto,,,,,Total,0,0,1366,0,1371,0,0,43,,25,68,0,0,21,2,23,1,
5.1535E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/19/2022 13:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fGvokfqa3eA9ix4kmjQuh5VifBLdb3PjVmt77cLguuWpHDhdqNmMozAynxsdsUuMl,0,Foto,,,,,Total,0,0,4075,0,4120,0,0,354,,239,593,0,5,94,12,111,,1
5.15397E+14,1.03185E+14,Philosophical Gym Bro,,New Semester Got me like..,0,9/19/2022 14:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0pJ3ZPT22wA2RZoV6qorf5B5ScZtZ48LcaTYVt9ZxhygUmd8TvmgdoX42xfurR1Eel,0,Foto,,,,,Total,0,0,1552,0,1613,0,0,21,,36,57,0,1,48,16,65,,
5.15536E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/19/2022 19:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02m9SiS8ZbRvb8xyudZVi4hrxmcbSAWfbrUvi3DhGTofoNgEyv6GG4BEf1pofM7nnvl,0,Foto,,,,,Total,0,0,2389,0,2517,0,0,83,,90,173,0,7,81,8,96,,
5.15852E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/20/2022 05:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0nntrUV6nFrmjecHoqPCcD7KxsmMNiVwUg339FCELdZVdy3gruo8M9upCxeHRt1yUl,0,Foto,,,,,Total,0,0,1023,0,1078,0,0,7,,23,30,0,0,32,5,37,,
5.16296E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/20/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0mpsR6WvQ194dtycSuykQ5azuernaqWnbMkhniYGHzMeW6orMGp5nSEBwmsgpk5wfl,0,Foto,,,,,Total,0,0,1995,0,2043,0,0,42,,66,108,0,0,29,3,32,,
5.17208E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/21/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02dL1B2euLqn7xdK56HmWN5bCz4M5a3FV2P4NR8C6H9T28gnyUqTZvRENKHe23zUGVl,0,Foto,,,,,Total,0,0,2963,0,3047,0,0,105,,265,370,0,3,55,15,73,,
5.17995E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/22/2022 11:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02xhmx678FmGEm4oR4hV3GMp6QQsePUenYg56A7aHUoMoLhfV79CPxsAux49dKenxrl,0,Foto,,,,,Total,0,0,2497,0,2598,0,0,69,,165,234,0,0,51,4,55,,1
5.18004E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,Very nice colorization,0,9/22/2022 11:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02hcg97N5GaYCMPkwoirbjQwEh4HBwbm9vQHH3whmcKhiUun37AvgKhtRh7BWh7UJel,0,Foto,,,,,Total,0,0,1382,0,1454,0,0,16,,44,60,0,0,12,2,14,,
5.19155E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/23/2022 16:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02rbiYUHv1pv2coWr34bDAQz9Nora38TqY3hvvPXV86u52bYCSyoghQtRihzJMxbrgl,0,Foto,,,,,Total,0,0,2255,0,2268,0,0,79,,365,444,0,0,38,6,44,,
5.20034E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/24/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid09L3udSXuFpWMtakhziVQzcA2SrYhj7YUZjSzrd56YVHhRUVBXwbdc97o2fdJFPNKl,0,Foto,,,,,Total,0,0,1615,0,1672,0,0,58,,103,161,0,1,23,3,27,,
5.20905E+14,1.03185E+14,Philosophical Gym Bro,Sigmund Freud's Dank Meme Stash 2: Daddy's Return,,0,9/25/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02bQifPNU6fnHX7fLdnS4HtJ1uNX3jSpj4FNT92cZUeHV8NVsvARPKaRDM48RgPyrPl,0,Otro,,,,,Total,0,0,2046,0,2082,0,0,55,,62,117,0,1,40,3,44,,
5.2183E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/26/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0xycVVx6qecVK4pi4igpu11rgwP54ve35xo8E7Mx8ESj9RZ4r9UXoYPeWJDYRhALql,0,Foto,,,,,Total,0,0,4891,0,4903,0,0,319,,1194,1513,0,5,175,24,204,,1
5.22708E+14,1.03185E+14,Philosophical Gym Bro,Kant’s Critical Shitposting,,0,9/27/2022 15:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02v3nmmab8bpTyYQptRtVCmkhSkRqJWKWcL9WT2gFuBeCK8h46jZ51Y2nnPPdDah4il,0,Otro,,,,,Total,0,0,1358,0,1400,0,0,49,,24,73,0,0,14,0,14,,
5.23566E+14,1.03185E+14,Philosophical Gym Bro,Fotos subidas con el móvil,,0,9/28/2022 13:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wHkybuKWZLKfdSTgELBvon2xy7DkRoVUiZHQiwmrdRpRm5L6iZ1Qsp7479FaNb8Wl,0,Foto,,,,,Total,0,0,1732,0,1742,0,0,44,,48,92,0,2,35,5,42,,
5.23604E+14,1.03185E+14,Philosophical Gym Bro,,I will not elaborate.,0,9/28/2022 14:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02pRuY3apYWLduWnAtVS3wd8Wy41GX4qMQKxRH8DeAfUM83qTQZxULQrB3dQf2YcYKl,0,Foto,,,,,Total,0,0,1818,0,1936,0,0,47,,40,87,0,7,65,9,81,,
5.2383E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/28/2022 20:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0S68VyPRrg28MfwWY17Pay3zV61uHG2LFhwQGXbaaSUwv8ZTmEvRpRdba53a74UN5l,0,Foto,,,,,Total,0,0,3595,0,3671,0,0,173,,149,322,0,2,120,30,152,,
5.24239E+14,1.03185E+14,Philosophical Gym Bro,,POV you are an individual with anxious attachment doing a theory of mind Test,0,9/29/2022 07:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0q2XZJHcN57T9vnuoGVTZNkFSx1q1Qzrnvset8eFx5BAorGLCYQZRrdTVYj23FrVkl,0,Foto,,,,,Total,0,0,791,0,833,0,0,14,,10,24,0,1,3,1,5,1,
5.24307E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/29/2022 08:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fV3sovyTFhJa5wyNjaEeMEFEEHopfBV34SwJSjaTeVnRZmgGr9FgsHYFJSZAntVPl,0,Foto,,,,,Total,0,0,1307,0,1324,0,0,39,,16,55,0,1,39,4,44,,
5.24396E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/29/2022 10:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0324pqDJiqfs4ETpnBZtCksuoRJcCBhsgdRvukEThoKpFUGdi1PURn4JGSUo3EBdvKl,0,Foto,,,,,Total,0,0,2573,0,2573,0,0,93,,108,201,0,0,36,6,42,,
5.24758E+14,1.03185E+14,Philosophical Gym Bro,,,0,9/29/2022 19:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UaiuLVoJQMiN6Sy2e5UmFhpBNcsgyXsGPo5RkqyDgzzXQAxmj6xveoDUYNmP4oSVl,0,Foto,,,,,Total,0,0,25120,0,25394,0,0,987,,5098,6085,0,37,772,251,1060,,
5.25464E+14,1.03185E+14,Philosophical Gym Bro,Actualización de estado,,0,9/30/2022 12:09,N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0YCBubCe6cCpknd85PX3TWgVGuws4aYrMo2cKLqQp3XWLw6LgTZgRef6MNXcgXdGql,0,Foto,,,,,Total,0,0,2871,0,2937,0,0,107,,120,227,0,1,62,6,69,,
