"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,Impresiones,"Reproducciones de vídeo de 60 segundos","Segundos reproducidos","Segundos reproducidos de media",Comentarios,"Me gusta","Veces compartido",Interacciones,"Reproducción de vídeo de 3 segundos","Tiempo medio dedicado al artículo","Total de clics","Personas alcanzadas","Otros clics","Visualizaciones de fotos","Profundidad de desplazamiento diaria en el artículo","Clics en el enlace","Comentarios negativos únicos de los usuarios: Ocultar","Comentarios negativos únicos de los usuarios: Ocultar todo"
316232643359345,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/23/2021 00:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kQRiMdU7Kfme14hfeqG77MBhyvz3J4fNzNxU9dCRmzATMRPskPfYUW5x4nkztEn5l,0,Foto,,,,,Total,430,0,0,0,0,25,0,25,0,0,20,411,12,6,0,2,,
316243940024882,103185414664070,"Philosophical Gym Bro",,OC,0,"05/23/2021 00:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08SQUshB7xz8riRxkMVaooPuiFrp2EhyXP6oVQmrPDHdjmwSjLWxHd4SKAKEEGERsl,0,Foto,,,,,Total,689,0,0,0,1,65,4,70,0,0,23,651,19,4,0,,,
316670379982238,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/23/2021 16:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0MbTSXjWSV6UBXw4HoVtwPqSCYhv5AkuSEHwFwrjbBWaFTCXXC6jYU8NQ7ythkdMWl,0,Foto,,,,,Total,518,0,0,0,1,22,5,28,0,0,10,500,8,2,0,,,
316887636627179,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/24/2021 00:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oebYN4Wtjx2su3vkvuHNWLMB8yccTEypNY5V43fF21Zo5FJ6L6aZ28g11TPhLZoGl,0,Foto,,,,,Total,231,0,0,0,0,9,0,9,0,0,9,216,6,3,0,,,
317240336591909,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/24/2021 12:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0w5RxzoqxbJAxwAAFY7YUCsZPZfJ8FFB3TBnLzZyZ1QQ339WfGT3rn94NCCa3c3y8l,0,Foto,,,,,Total,469,0,0,0,0,24,2,26,0,0,12,464,7,5,0,,,
317379159911360,103185414664070,"Philosophical Gym Bro",,"The person sleeping in the bottom right corner is also a philosophical gym bro.",0,"05/24/2021 15:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid023tt2hS6nNxr9sk1y6d1VShXityXDmB7aga28yuzNTfosUG2kwu2VsWazQ8Pzpo6Ul,0,Foto,,,,,Total,483,0,0,0,0,22,0,22,0,0,6,474,1,5,0,,,
317860463196563,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/25/2021 09:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ymGnnnxBwkDhg2mU8268Dns9aY6Kyxxx6Fwppg9QKxUQdwdcRxa1wUd5NithYG5Bl,0,Foto,,,,,Total,525,0,0,0,0,17,3,20,0,0,20,517,13,7,0,,,
317968956519047,103185414664070,"Philosophical Gym Bro",,"IMO he was probably just about to pass out from doing a heavy set of deadlifts or something.
OC",0,"05/25/2021 13:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid022uDaaRbnCYrpbv9wKHk6pSLerWCRHnvXdrUFy1VJy6tRU1cSX1e9opopFhAZbjxdl,0,Foto,,,,,Total,929,0,0,0,1,42,9,52,0,0,27,914,20,7,0,,,
318029099846366,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/25/2021 16:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02X9Ui2eNxfn4UHmUVutNGYRra8C6HywgDMrfjN2F58taGmp8yhyqHTydcifc3iENnl,0,Foto,,,,,Total,800,0,0,0,4,69,6,79,0,0,84,788,75,9,0,,1,
318483943134215,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/26/2021 10:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02MGfuDeo3NbQfjheELsoDGYiikeBDAHAbuoXynNccPftcfyicuRPNALzj3mdbYkC3l,0,Foto,,,,,Total,749,0,0,0,3,37,2,42,0,0,56,744,46,10,0,,,
318694256446517,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/26/2021 19:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WtQbCgE4ZBouurjfYoXZSyp9CgEjMAUnx8LY7e1Yj6M8dftEwjDfB5hTu8PqhtxUl,0,Foto,,,,,Total,419,0,0,0,0,29,1,30,0,0,14,417,9,5,0,,,
318798236436119,103185414664070,"Philosophical Gym Bro","Taiwan Is The Babylon Bee's Country Of The Year 2021","John Cena is an utter coward.
God bless Taiwan.",0,"05/26/2021 23:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02LCK5dvqjGtuxMc4YLh4GzRgQ3J74mLVpSvjjCr9Us5vjPc9zZvhCSg6DQuRa3DZLl,0,Enlace,,,,,Total,409,0,0,0,1,9,1,11,0,0,29,407,23,,0,6,,
318843329764943,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/27/2021 01:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Bn2w7oRNXywMKr1aXa6yAKEpRd1sMkTbTeKyH9CMP4BHc8Nqjii5T99o96nvogNPl,0,Foto,,,,,Total,324,0,0,0,0,3,0,3,0,0,19,313,14,5,0,,,
319283749720901,103185414664070,"Philosophical Gym Bro",,"Some low effort OC.",0,"05/27/2021 17:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0LTAbAiPExwzquqdKejQxCU6tnJtRrwz3dD77MBJhiHRiWrWi7EpgRYUkQnJmqga3l,0,Foto,,,,,Total,753,0,0,0,0,22,4,26,0,0,5,713,1,4,0,,,
319831426332800,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/28/2021 10:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0RDgms71hS6hKNWU3JezP71YYFr74XZgBtsge5UxKTHwbPrXY6BeH5JDvBVLy8yzCl,0,Foto,,,,,Total,309,0,0,0,0,17,2,19,0,0,12,288,6,6,0,,,
319984992984110,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/28/2021 17:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0gDyszvrbmn3TmmHxswNpGe8LY1cvqTqYgnTZ18RgLr6TkxccGsb5DgohzpoYUqZul,0,Foto,,,,,Total,397,0,0,0,0,26,3,29,0,0,16,380,7,9,0,,,
321385362844073,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/30/2021 23:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02PYbbeUWnqwgi4zUJmaBWrpSJBpQuWxcEbBexWrk7Cru4m6W3ZyRZddkReCVZG7cBl,0,Foto,,,,,Total,338,0,0,0,0,15,2,17,0,0,37,320,30,7,0,,,
321848116131131,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"05/31/2021 18:05",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qJbMKRpxD7ie9N7GfxqR5no563YfePRSWhFu7X3iGAoRSdRQoDLWkPkTjhX4kQ3Wl,0,Foto,,,,,Total,315,0,0,0,0,8,0,8,0,0,11,295,10,1,0,,,
322284559420820,103185414664070,"Philosophical Gym Bro",,"""So no hard feelings about that whole Holocaust thing, right?"" -- Heidegger to Arendt, probably",0,"06/01/2021 10:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0nMu1zfBDApAvA6H5g2Zh2LZSvTwuDCJvFoBcV23UFqFJEAxm1583iB3HxBAYYVJal,0,Foto,,,,,Total,652,0,0,0,0,10,1,11,0,0,34,623,8,26,0,,,
323142286001714,103185414664070,"Philosophical Gym Bro","Fotos subidas con el móvil",,0,"06/02/2021 22:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02szepSaodacnE3CZz6nS6wEZCE19VypTagW7ixKvXo8VDxzSbEJVaitoBNTByVYQxl,0,Foto,,,,,Total,664,0,0,0,3,26,2,31,0,0,43,647,32,11,0,,,
323736179275658,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/03/2021 20:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02cKoijyuBgtV1cnT4dkckDp6ivXfRBmvhw6oMnFBnp1Jpduc6hgrTVzST1788w5KVl,0,Foto,,,,,Total,347,0,0,0,0,5,0,5,0,0,6,335,3,3,0,,,
324191255896817,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/04/2021 13:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02AMoHsC75UNFQK9XmpRH2FP1k1zpLpAf58RoTSnEnJErENefbpA4n37Zk7AfuyFNgl,0,Foto,,,,,Total,485,0,0,0,0,11,1,12,0,0,17,464,12,5,0,,,
325497699099506,103185414664070,"Philosophical Gym Bro",,"Blatantly stolen",0,"06/06/2021 17:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02AT3LEvLG2kDKCqiFFQ7rjzQtzJpU8HByFqz2GkovsoP7fnEti6FpNGrxydQ6MpYil,0,Foto,,,,,Total,576,0,0,0,0,27,1,28,0,0,9,555,2,7,0,,,
325561969093079,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/06/2021 20:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02zLaiYc9T6bFBFsc1KZFmwRfVvJdXPLpNUGCuGwuwZ81KiQtUT9k1UMCqbNK8qTTFl,0,Foto,,,,,Total,385,0,0,0,0,19,1,20,0,0,6,367,5,1,0,,,
325842199065056,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/07/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02T6gCzuhWg8yTG1HAjENibzv5ASigKXxP4EDrStfaaD7eTYRQgYGkwTERjJp5MzXml,0,Foto,,,,,Total,317,0,0,0,0,10,1,11,0,0,16,300,12,4,0,,,
326144425701500,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/07/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid037YCePcFdBNz3k128QUSQLfn34yjotoGWm42YDwyVF5dvTbRBETgnfVnttnXA9pUil,0,Foto,,,,,Total,406,0,0,0,0,13,3,16,0,0,10,400,3,4,0,3,,
326454829003793,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/08/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid021QBEUu5QHcodif4grrU4SzdBGe1BT79bWBkDYzdVyTkLGFbMCihLL7varT1UwfYQl,0,Foto,,,,,Total,510,0,0,0,0,25,2,27,0,0,18,498,13,5,0,,,
326590635656879,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/08/2021 12:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0sox8Pwjt2pFnMYWmTPdcXshvfyS9bqH8SSimEpbvCwuZTjmAH2gztpbtuC6ydNwbl,0,Foto,,,,,Total,689,0,0,0,2,21,3,26,0,0,34,669,24,10,0,,1,
326607442321865,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/08/2021 13:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SDtsTteUR1SudYddKkhHoQgQKx5vgcTfsnGWCWmok75zC7AhJYwKLygWhLUFHLwul,0,Foto,,,,,Total,473,0,0,0,1,21,1,23,0,0,15,449,11,4,0,,,
326767912305818,103185414664070,"Philosophical Gym Bro","Actualización de estado","Pepes on 4chan be achieving moksha over here",0,"06/08/2021 21:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0JBnZeuSN8hWqATqxNQV9o2aFA5nJyQ84Gp4FUb1WvHyviWwUDWC3Y8n93jLm3q9Fl,0,Foto,,,,,Total,806,0,0,0,5,28,3,36,0,0,49,788,36,13,0,,1,
326768825639060,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/08/2021 21:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ihhfme61WT97Ayzhs6cprjUwEuzKPYw229mz8tigjF5QaVDNVjXv7L4eiC34Nu2tl,0,Foto,,,,,Total,510,0,0,0,0,24,2,26,0,0,20,488,14,6,0,,1,
327172495598693,103185414664070,"Philosophical Gym Bro",,,0,"06/09/2021 12:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0M7cDv43ukNTD8APDgJf9cDDUk1GNUp5CttTgevRNZSAW1dtyzkkRzaesqxqavjyzl,0,Foto,,,,,Total,5733,0,0,0,6,171,39,216,0,0,248,5733,195,53,0,,1,
328061738843102,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/10/2021 23:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02x5kLWaLM4saGVFz5x16nUm4wJypF8tpJKDG9xScGDfFBGp95bi9xVeBuenkM2CBQl,0,Foto,,,,,Total,674,0,0,0,0,37,4,41,0,0,25,653,21,4,0,,1,
328660415449901,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/11/2021 23:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0tajAnGpaW8N4M1xDqZsnoLEKugKoFSVAkiwGj4guF2mPdX1VEwgt5ueAVcBPmc4Hl,0,Foto,,,,,Total,552,0,0,0,0,42,1,43,0,0,44,525,35,9,0,,,
328720878777188,103185414664070,"Philosophical Gym Bro",,"low effort oc",0,"06/12/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ovsJy2LDEE3Vighaw885pYxUUAPdQmDYJUAXWU8upXMsjhJcMF4NsCUGBUzYNHKDl,0,Foto,,,,,Total,7009,0,0,0,0,97,30,127,0,0,296,7009,55,240,0,1,1,
329507795365163,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/13/2021 09:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid028ZqAsVEjW4yyQ1Fe95dqWvsfpY4mQyqPqUGvuomxKcYtBMdoLd79MKpvKu88iK3Kl,0,Foto,,,,,Total,639,0,0,0,0,22,2,24,0,0,30,592,24,6,0,,1,
329744718674804,103185414664070,"Philosophical Gym Bro",,"So uh... Basically the unabomber got everything he wanted. IDK how to feel about it.",0,"06/13/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Uc3ciGPNoW54w4aoDHXrkpcCGhDgvwDoHCqGFhT9cinjnDm2kRddXFoKk4Rr51JSl,0,Foto,,,,,Total,615,0,0,0,0,12,2,14,0,0,78,568,35,43,0,,,
329800338669242,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/13/2021 22:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02CLoBxbqm3c4ovyTqtE2zsUysPjdTbtSZD3q4zf2bY6daVBid7b3jTn6kCRHS3o4Pl,0,Foto,,,,,Total,476,0,0,0,0,12,0,12,0,0,12,451,7,5,0,,,
329748342007775,103185414664070,"Philosophical Gym Bro",,"OC. Some of the admins may be replaying Mass Effect.",0,"06/14/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02umxxaJnRpRjrfXV5xnadv4B4y9VJyMBYR6wFZZ5CVt1hrfFCVMTSSPT4apanybm5l,0,Foto,,,,,Total,1544,0,0,0,16,61,9,86,0,0,92,1442,82,10,0,,,
330200181962591,103185414664070,"Philosophical Gym Bro",,"Gymmin just read ""Civilization and it's Discontents"" after reading a book by a certain famous mathematician to compare and contrast. Next up is Discipline and Punishment by Foucault.
O.C.",0,"06/15/2021 08:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid08KR6NisYYnZTN8PWVJmJcor97NpHaJA9pQ8sK9VvYMSLsJeL9U9v5YhgeAEKRxS2l,0,Foto,,,,,Total,458,0,0,0,0,5,0,5,0,0,3,433,2,1,0,,,
330836615232281,103185414664070,"Philosophical Gym Bro",,"If you haven't bought yourself a rotisserie chicken from Walmart and eaten the whole thing in one sitting can you really consider yourself a man?",0,"06/15/2021 14:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02rhJEJk391DEmfgCoBkPtVVu9pzmroWQSTNUzdGa6STQdZbeQBV6TadGsU2ki6Zr9l,0,Texto,,,,,Total,678,0,0,0,5,17,1,23,0,0,29,645,29,,0,,1,1
330897751892834,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/15/2021 17:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0h8QHkD8RPbWSEHjoC4be3zmHo3SKG86CwQazXhz9USFMnDTXbJF7K3dpnCcxrpnNl,0,Foto,,,,,Total,456,0,0,0,0,21,2,23,0,0,34,426,29,5,0,,,
331531051829504,103185414664070,"Philosophical Gym Bro","Actualización de estado","Me refusing to believe the liberal media's ""object permanence"" narrative like a chad",0,"06/16/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fCa5kgHCjrXKPoTz7zEUGYYR48YFZqwX2c8KXMW9RpSMiLAMBrw8kYX9QafZi5gDl,0,Foto,,,,,Total,746,0,0,0,0,25,1,26,0,0,29,713,22,7,0,,,
331564725159470,103185414664070,"Philosophical Gym Bro",,"OC. Don't believe their lies",0,"06/17/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02v6kSRAbfVoZZ6tFgyJYH4MYRerqCWWQ8pYsCCAUKbEigEkpsweZnrrA7KBptEvkql,0,Foto,,,,,Total,10389,0,0,0,31,317,43,391,0,0,607,9844,474,133,0,,,
332183871764222,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/17/2021 21:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0UzS8Bp7B7sxqr4yNYVPi7P21T42fgsRNWhmwHLaPjF36vd6XvGcYTjvgfZGFzy5sl,0,Foto,,,,,Total,355,0,0,0,0,9,0,9,0,0,5,329,2,3,0,,,
330225351960074,103185414664070,"Philosophical Gym Bro",,O.C.,0,"06/19/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0Gz7NrqZFgAFFF82NeiQzEGsS3yyhhpycn2MqibZDZEqJLCD9CFYR7hFt64JAsA6Jl,0,Foto,,,,,Total,7475,0,0,0,6,231,28,265,0,0,448,7171,345,103,0,,1,
333361811646428,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/19/2021 18:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034grgpmaqdZ16PeqQDVPi4GA5QpE3WhxPiKDBbyYiEddGCj3m3cPigykEBESpPLdQl,0,Foto,,,,,Total,589,0,0,0,0,10,2,12,0,0,23,556,21,2,0,,,
333383654977577,103185414664070,"Philosophical Gym Bro",,,0,"06/19/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid034kF2FpLka2Fmn8U1piNTJM8PXVPSK58mN4JCUFvm23tuThMnxcpMRxEj7uuKoF6Jl,0,Foto,,,,,Total,696,0,0,0,2,42,1,45,0,0,17,646,13,4,0,,,
333408034975139,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/19/2021 20:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Cxwq6vJGB6dQzvzNZzGcQY65r4g8g5G2tm1uKGgD2KHfaJCg2vL2jW68MXfCYreBl,0,Foto,,,,,Total,763,0,0,0,4,22,2,28,0,0,39,720,34,5,0,,,
334370421545567,103185414664070,"Philosophical Gym Bro",,"Misrepresenting your opponents argument like",0,"06/21/2021 09:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02kM9gsYpsUEpJXukKXfZaNgyhuE7TrfrHsN6t7SWgBxsfbDgBMAVbwDNPigH52jJDl,0,Foto,,,,,Total,4096,0,0,0,9,230,29,268,0,0,139,4032,99,40,0,,1,
334622754853667,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"06/21/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02k9FG9TZSH6kAP7dXc8n4urKtX8qz36Q5idgDmx7xvPXH1QXPgiEEZ8oCdqXAs56ql,0,Foto,,,,,Total,567,0,0,0,0,11,0,11,0,0,23,542,12,11,0,,,
335005751482034,103185414664070,"Philosophical Gym Bro","The Daily Archetype",,0,"06/22/2021 10:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0xrk5hJBezHCcyFRNmNmf8E2x6VAM1xDSdRJyURtVY7G8St3G4MxwRmQHqBiK9psTl,0,Otro,,,,,Total,586,0,0,0,0,15,2,17,0,0,17,564,11,6,0,,,
335014901481119,103185414664070,"Philosophical Gym Bro",,"O.C. just a gym bro meme today",0,"06/22/2021 10:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02UC232TSo8VYQjbJ1EKcE6GpCCsjDRzZnRD56uQL1FC1Mdjhcn3aouoNFwP8d6C8Pl,0,Foto,,,,,Total,532,0,0,0,1,50,6,57,0,0,13,495,13,,0,,,
335273554788587,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/22/2021 21:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02SZDzBmyX9JcupxdkbdQqdDWaVoqtjNKxgNse96UcZ7rbbQ59UtXsT6fiEPqsp93Ll,0,Foto,,,,,Total,538,0,0,0,0,16,0,16,0,0,22,515,21,1,0,,,
334745774841365,103185414664070,"Philosophical Gym Bro",,"Preach!
O.C. Don't sue me Kanye",0,"06/23/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06fkM3BiyJ9tWKpLYKfXDMyFbY4iGeHqUvGwaWePf26FghVsc1bWQqs1SPizakFvNl,0,Foto,,,,,Total,418,0,0,0,0,8,0,8,0,0,47,397,6,41,0,,,
336224981360111,103185414664070,"Philosophical Gym Bro","Cynic & Stoic Memes City-State Edition",,0,"06/24/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0DamW8ckW7Vi9QPTvfdzZ8hZSNP5Uy5NeqkAh3pCy7TJv2vB2L4JrYr94TTEePVcAl,0,Enlace,,,,,Total,1017,0,0,0,2,49,9,60,0,0,65,1010,55,10,0,,1,
335272154788727,103185414664070,"Philosophical Gym Bro",,OC,0,"06/24/2021 11:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0VYsNt1GEr1pXDrgZ1U1w7WnyZLpZzwps5VC3ULrH2XHAM4gwrL2TJ4aQJeuwAnYMl,0,Foto,,,,,Total,32584,0,0,0,36,2117,219,2372,0,0,1407,32065,1119,288,0,,,
336369054679037,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/24/2021 12:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid028jmZGhH89P3pcZe8mbTCpMw3YC6Shv4xYimFpAZZYoXF23UUN2TRnhiKcY4i4X5ql,0,Foto,,,,,Total,480,0,0,0,0,17,0,17,0,0,24,455,16,8,0,,,
336844734631469,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/25/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06DeUYkLqRCiSF1WBkSEiBg8kqhT1a4Y1hB1giASBvt1aJRdXmx8YMnUGt2NYLGrcl,0,Foto,,,,,Total,462,0,0,0,0,7,1,8,0,0,8,440,4,4,0,,,
336638801318729,103185414664070,"Philosophical Gym Bro",,,0,"06/26/2021 12:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SkFmtETpW5mb9GUuTyrr6RCCHQxGoNT19VaaiDFd4depRDBX9RE2KG5oL8y5TqZ1l,0,Foto,,,,,Total,1421,0,0,0,5,54,6,65,0,0,34,1378,28,6,0,,,
337611857888090,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/26/2021 13:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0JHnwi3wyCK1upuGRXWPjmCPNiUoF48JydnHivGh9N1yds8Uk7jegHD2UdbUhdWeWl,0,Foto,,,,,Total,624,0,0,0,0,21,2,23,0,0,14,604,8,6,0,,,
338351137814162,103185414664070,"Philosophical Gym Bro","Asian Spiritual Shitposting (ASS)",,0,"06/27/2021 19:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02RYMqRJXtv4p3WFdAJpWfcYSSfJirYdn7uD3fvmaKtjV9jxzeAAcPwCxrXDH2DbW6l,0,Otro,,,,,Total,662,0,0,0,3,18,4,25,0,0,32,662,23,9,0,,,
338658151116794,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/28/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oNyjBqx29MPo1hHYRfbnW3a6tDDoqj8VP2e361EQFRQSt8gGAFEjUCCijuyEvfs6l,0,Foto,,,,,Total,794,0,0,0,0,31,4,35,0,0,77,783,49,28,0,,,
338664044449538,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/28/2021 07:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0i8wSN5JiqWQ8KRkriunLgoV8eeW1jXyXXmwe31Tm2WrUimnBvX2oXuLEq8CmjzHul,0,Foto,,,,,Total,854,0,0,0,4,33,1,38,0,0,43,832,38,5,0,,1,
338699044446038,103185414664070,"Philosophical Gym Bro","Actualización de estado",,30,"06/28/2021 08:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0qjVXAQGU39m2WA1HDEKkocK6DrnYhUB71K6Bx5wwEcsGyrVc5kgLYk9UJNUfN4rdl,0,Vídeo,,,,,Total,325,0,0,0,0,5,0,5,68,0,14,317,14,,0,,,
338734704442472,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"06/28/2021 09:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid029E47RBkkbFDuWDMyaG2wPZCacUcmKjDXcLXBYawywM84PHWf1HjgfJUipHsicykMl,0,Foto,,,,,Total,452,0,0,0,0,11,0,11,0,0,12,443,9,3,0,,,
339656787683597,103185414664070,"Philosophical Gym Bro",,,0,"06/29/2021 22:06",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ag8zqgPiGytzyjVknMkT1iysTtw9yitgsERSEv8CBMcu4SDLyLAKompomH5iZvK3l,0,Foto,,,,,Total,758,0,0,0,0,48,3,51,0,0,11,740,9,2,0,,,
292094589106484,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/13/2021 08:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02hP31a9N4Mv6BFTrXrAA2NjoEpvmqz4nxqLeSnQSvWfCCf2WCFW9Y2EtCJqto5dzhl,0,Foto,,,,,Total,39,0,0,0,2,58,7,67,0,0,2,38,,2,0,,,
284538993195377,103185414664070,"Philosophical Gym Bro",,"Not OC",0,"04/01/2021 08:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Ri5aVLhqYMKskhuepsiYbdtfLvk2xYHN1imoNrXV314hyCVfbznv3JSRsC4wJaFRl,0,Foto,,,,,Total,44,0,0,0,0,27,3,30,0,0,1,44,,1,0
284607396521870,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"04/01/2021 11:04",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02nH6FgX4xtVmyCpGnacJhxZqsjeJHxGjsmKm8nBvz4pVmWG525ezXipucdkGVpDZsl,0,Foto,,,,,Total,22,0,0,0,0,8,2,10,0,0,1,22,,1,0
