"identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Se usa en varias publicaciones","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado ""Contenido financiado""",Comentario,Fecha,"Profundidad de desplazamiento diaria en el artículo","Tiempo medio dedicado al artículo","Otros clics","Visualizaciones de fotos","Total de clics","Segundos reproducidos de media","Reproducciones de vídeo de 60 segundos","Reproducción de vídeo de 3 segundos","Segundos reproducidos",Comentarios,"Me gusta","Veces compartido",Interacciones,"Personas alcanzadas",Impresiones,"Comentarios negativos únicos de los usuarios: Ocultar","Clics en el enlace","Comentarios negativos únicos de los usuarios: Ocultar todo"
567720698689817,103185414664070,"Philosophical Gym Bro",,OC,0,"11/15/2022 16:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0HXfHk4QQJn61S17fVBJdGkbfnKt7K1cdN9EKTTH1g4XHkT4irJWwP9tGiN1YPhUgl,0,Foto,,,,,Total,0,0,26,34,60,0,0,0,0,6,72,7,85,2316,2375,,,
568347671960453,103185414664070,"Philosophical Gym Bro",,OC,0,"11/16/2022 05:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02FwbWZzGEFtQUZFzKLxnHdiVX5x6CTLEKvoaY8toPw6i8VPkJygHobznpCgSfknyul,0,Foto,,,,,Total,0,0,7,1,8,0,0,0,0,1,7,2,10,929,972,,,
568770615251492,103185414664070,"Philosophical Gym Bro",,"Existence is weird",0,"11/16/2022 13:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TeLYAnqhWSaokREPRrfGszbC2z9kQUbE1F897R4qpRJbw97AzoR33jLmWN67XQuol,0,Foto,,,,,Total,0,0,745,779,1524,0,0,0,0,42,709,185,936,16926,17234,,,1
569750105153543,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/17/2022 13:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Lbfvox5nH4NznQKCFjFYDEL1Vm2uuz3JaTpdYJzxDBBQSEC4abnYGvSPV32zLMVal,0,Foto,,,,,Total,0,0,199,77,276,0,0,0,0,1,36,2,39,2322,2347,,,
569868278475059,103185414664070,"Philosophical Gym Bro","Actualización de estado","Golden past goes brrrrrr",0,"11/17/2022 17:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SQUcrCatoNANZR9KjPpnhvZZLrmXtPa8ybGYfoYtvmt6pHvof9UTz6vidg7i7VA6l,0,Foto,,,,,Total,0,0,50,71,121,0,0,0,0,1,60,2,63,2052,2082,,,
571052638356623,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/18/2022 23:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02W9hFn5rTty4qihxoLVV7erAPjw5oLqgbtQFg3enayY7gqBKDGYBP3Ts7RAN2wExAl,0,Foto,,,,,Total,0,0,44,21,65,0,0,0,0,0,13,2,15,979,1024,,,
571572984971255,103185414664070,"Philosophical Gym Bro","Actualización de estado",,7,"11/19/2022 12:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02SiAiq3bKbucqS969bKstSff9whg1nZhXZVZexgw44XM6MBnVq1BKBvJUe7xp14i2l,0,Vídeo,,,,,Total,0,0,102,,102,0,0,597,0,0,37,0,37,1108,1133,,,
571602254968328,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/19/2022 13:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ca6v3e3CuWu9oz8LvPdJ4Dzc6d4vnNrp8CYDHLA34Nxk4pjtSQC3SevSEW81kdECl,0,Foto,,,,,Total,0,0,15,12,27,0,0,0,0,0,7,0,7,907,953,,,1
571723728289514,103185414664070,"Philosophical Gym Bro","Actualización de estado","Me trying to teach zoomers philosophy",0,"11/19/2022 17:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02fjgd56rC4h9Ah8T4qjWUFvGJisMAaBeUbAgQhJStYvfkwzuQfHZrYB22GtVtvgz6l,0,Foto,,,,,Total,0,0,134,179,313,0,0,0,0,0,66,12,78,2373,2379,,,
571893741605846,103185414664070,"Philosophical Gym Bro","Actualización de estado",,52,"11/19/2022 21:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02X3ngozW4Zpf1ctXBJw8qzTc8XAitu96ELBnPitAxucYFQx8L5HEte6vpudULPaytl,0,Vídeo,,,,,Total,0,0,162,,162,0,0,439,0,1,34,0,35,1161,1193,,,
571895931605627,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/19/2022 22:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0wqYHU6r69NRwTUYKeuwFgtqimzHPuEYErdRddXMweYu8VrqD7qKgwBhxJePAKaTEl,0,Foto,,,,,Total,0,0,11,5,16,0,0,0,0,0,5,0,5,683,728,,,
573116621483558,103185414664070,"Philosophical Gym Bro","Actualización de estado",,43,"11/21/2022 09:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02FBFq9hqjLfEcK9vheRSnGWw6Qb24N33ovwhcVpTzMrVgYjmc7nuHfVu61ensX9MJl,0,Vídeo,,,,,Total,0,0,148,,149,0,0,433,0,0,49,0,49,1303,1371,,1,
573547931440427,103185414664070,"Philosophical Gym Bro",,OC,0,"11/21/2022 22:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0hF42nTY4C1zVAsw2EVvDfyK2KWygNkmpDEhbhyA5LrDdpZ23G8yGwXDGU1pMCKsul,0,Foto,,,,,Total,0,0,185,151,336,0,0,0,0,7,101,14,122,2772,2869,,,
574059824722571,103185414664070,"Philosophical Gym Bro","Actualización de estado",,16,"11/22/2022 11:11",uploaded,https://www.facebook.com/GymKingSadBoi/posts/pfbid0219K97DoSCimDF5CtVN5Y4vSJPXJ1MzGQpycBWwvzwWoWDRXootP5hzJKszchgMzel,0,Vídeo,,,,,Total,0,0,38,,38,0,0,264,0,0,6,0,6,682,719,,,
574171324711421,103185414664070,"Philosophical Gym Bro",,OC,0,"11/22/2022 15:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02id6vunrhFnLjGNzcxM3yUNCfzTLSbwKswBFWDpKmUGc9fJgw4zVbrnPTrimsC8eHl,0,Foto,,,,,Total,0,0,256,904,1160,0,0,0,0,8,143,39,190,9758,10130,,,
574296798032207,103185414664070,"Philosophical Gym Bro",,o.c.,0,"11/22/2022 19:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0How5nFrpdeXzecP1dmrnc3erpfRmfL9E5V3mGv77pCmSnCgzrowQWv1Ekvkc7G2el,0,Foto,,,,,Total,0,0,99,48,147,0,0,0,0,12,89,11,112,2761,2914,,,
575056041289616,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/23/2022 16:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026qEiZUraoe529DSTHFcCeEHbPWHt28shiV7tMNMdkhD6VcD4GpeMX3f5wG5yQsisl,0,Foto,,,,,Total,0,0,54,60,114,0,0,0,0,0,89,16,105,1980,2019,,,
575233657938521,103185414664070,"Philosophical Gym Bro",,"INTJ stare. that look of pure analyzing coupled with a slight sardonic smile that makes people uneasy",0,"11/23/2022 21:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Wf5BBqWwTzLK2EPU6mYjJ5sxUd7bC3HU1aiYmQZzrodrooC5MwG7QvtmXLQkP6uEl,0,Foto,,,,,Total,0,0,1530,2628,4160,0,0,0,0,90,304,70,464,20198,20198,,2,
575730087888878,103185414664070,"Philosophical Gym Bro",,"Lots of protein today actually",0,"11/24/2022 09:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Nw6KVFxKTKxLPCWiKkRWCGJDUKWoKdZzFPZoFCzo3KT9wAqd99NfcsP2gBfnFGhGl,0,Texto,,,,,Total,0,0,142,84,226,0,0,0,0,0,69,1,70,2398,2461,,,
575731927888694,103185414664070,"Philosophical Gym Bro","Actualización de estado",,14,"11/24/2022 09:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02dww7yLDCGwGTmkfF4NeVAAyNkDJfkqUkGzJAucpTDbF8s73BxuAQvwoin1GFegn7l,0,Vídeo,,,,,Total,0,0,145,,145,0,0,572,0,1,26,0,27,1119,1172,,,
576175001177720,103185414664070,"Philosophical Gym Bro","Actualización de estado","Just bee yourself",27,"11/24/2022 22:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02CMmZ6K17aASW9v9hB6sRtpQN2WwhXHfX5moko4kLKZBGoaijU7uJDNETgVxd5HKLl,0,Vídeo,,,,,Total,0,0,159,,159,0,0,982,0,1,42,0,43,1779,1827,,,
578059507655936,103185414664070,"Philosophical Gym Bro",,OC,0,"11/27/2022 05:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Y6qUN3kygiy6kVyRd6vynfTfK3rYps3chNPyxJWMPRnfRPXVZinbQcbeS3SgW3i1l,0,Foto,,,,,Total,0,0,521,247,768,0,0,0,0,5,261,44,310,8468,9092,,,
579351170860103,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"11/28/2022 20:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02u4ZfBP7E8jgWEyYHzTqt65utR5oW4Zy2gWhxzyy2LVtuyXujuDxAXUkHRL6VUQKEl,0,Foto,,,,,Total,0,0,76,53,129,0,0,0,0,5,12,0,17,1528,1570,,,
579622990832921,103185414664070,"Philosophical Gym Bro",,OC,0,"11/29/2022 04:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02hjtAwWFJ1TnbE77PhCcFkmwLN64hzWvttP8Ej3j9urCpB5Qy77xYKQYgzgXAMArvl,0,Foto,,,,,Total,0,0,5,13,18,0,0,0,0,0,12,3,15,1191,1235,,,
579957470799473,103185414664070,"Philosophical Gym Bro","this is certainly a cryptid of some kind","Prayer is clown-to-clown communication",0,"11/29/2022 13:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0m5x766x4zYtqLv4fkNYcxapHK3wJNa5wfJdCoMJA24Z416cdCmwLHD4gPagoEFyWl,0,Otro,,,,,Total,0,0,81,105,186,0,0,0,0,3,73,16,92,2726,2755,,,
580860224042531,103185414664070,"Philosophical Gym Bro",,"O.C  from one of the Philosophical Gym Bro community.",0,"11/30/2022 15:11",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Agu8YYZ278HqybMDQFmg8t1sx3ospb4suu3BYRPCj4fha7gnMvdUrzps9k2Nat9Ql,0,Foto,,,,,Total,0,0,302,139,441,0,0,0,0,29,256,28,313,8575,8887,1,,
581180850677135,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/01/2022 00:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0TLY4mkpSBbx3BMtyZTCyhNxKX23M2nEGhHYYNVc5JW4LxvXeJFPFFtCXUrmhF37fl,0,Foto,,,,,Total,0,0,164,186,350,0,0,0,0,3,124,26,153,3329,3347,,,
581355173993036,103185414664070,"Philosophical Gym Bro",,OC,0,"12/01/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid025CmeSB1XmKnrtTZz5xXbBsWsd5DxutUbKFHp3TwU7b8u9F6ecdGiqduj2qFsPrFyl,0,Foto,,,,,Total,0,0,4,26,30,0,0,0,0,0,27,1,28,1262,1308,,,
581811230614097,103185414664070,"Philosophical Gym Bro","David Goggins & Akira The Don - THE REAL MERRY FUCKING CHRISTMAS | Music Video | Meaningwave","https://www.youtube.com/watch?v=aFZ93aVQ6Qw
Merry December 1",0,"12/01/2022 17:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ZpmH4iyryz4VhaCCLPKgqavWcRdysQTwLxckoBbpsnNefgy3ui86rphqaUg36Asel,0,Enlace,,,,,Total,0,0,,,4,0,0,0,0,0,2,0,2,444,487,,4,
583115040483716,103185414664070,"Philosophical Gym Bro",,OC,0,"12/03/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ePALqPCEZuPh88hEsAVLv5ekm6K8w9LP2qBYBZw2BAnUcKeEv9ZboVsqUB3ui8Kdl,0,Foto,,,,,Total,0,0,50,36,86,0,0,0,0,2,73,21,96,3150,3312,,,
584273003701253,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/04/2022 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0fUHY8Wh2kvGBrq6fRGejbNFxUnu1EiUEVD8XzuN37hk53Yx8Bj79Tg3ATAHdLAFdl,0,Foto,,,,,Total,0,0,65,59,124,0,0,0,0,0,61,19,80,2243,2265,,,
584327130362507,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/04/2022 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid04SyhQ8G4vToPz5by9pj2LwEL2HzFLEU9ozShtj2c7eAvXQKQFoDEUxQtyWBxUBosl,0,Foto,,,,,Total,0,0,24,25,49,0,0,0,0,0,26,6,32,1182,1224,,,
584464350348785,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/04/2022 14:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid031YuGKmvbJJdNUGMpthJ19qL1jvhtcfXMVrqQpPgyTBbiofZWSPqJvFm88UzyqTQxl,0,Foto,,,,,Total,0,0,143,207,357,0,0,0,0,3,109,26,138,3421,3421,,7,
585098316952055,103185414664070,"Philosophical Gym Bro","Actualización de estado","But the important question is- What are the Pickles macros?",31,"12/05/2022 08:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0B3KfARwwJhZWJiNo6PZvM3q7V8kLkB8oEXj3uoXDZbi2vWyiqnyDCv82hEbTUHihl,0,Vídeo,,,,,Total,0,0,55,,55,0,0,260,0,0,6,0,6,620,682,,,
585545140240706,103185414664070,"Philosophical Gym Bro","Actualización de estado",,140,"12/05/2022 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02wzVepjUYgLgqcCqmNsc8Uuq7fLgAsJi91zWXRr2UTP8qEuiMBNiSKacdpz44y797l,0,Vídeo,,,,,Total,0,0,159,,160,0,121,355,0,0,32,0,32,1173,1280,,1,
585775313551022,103185414664070,"Philosophical Gym Bro",,OC,0,"12/06/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02PRbZqPabbgGx8bWE1SwHms8ySiP6MhwEk6fJMf8TDVcKBfyB4S9r3mBUK1La9BY5l,0,Foto,,,,,Total,0,0,5,13,18,0,0,0,0,0,17,1,18,1100,1181,,,
586229113505642,103185414664070,"Philosophical Gym Bro","Actualización de estado","All numbers should be in scientific notation. No exceptions.",0,"12/06/2022 14:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Ym4TnDZCTJm4YX2RUkPTRN3gdeaNhZpUCVquWhXZ1wevGDNcQUU6MHEe28uoz8rGl,0,Foto,,,,,Total,0,0,6,11,17,0,0,0,0,0,6,2,8,1066,1130,,,
587055810089639,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/07/2022 12:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ZF21n6mW7tDZFTxZ9CfzaaT3pkDLr8nBtnwSQxnxJAGQMmqhd3idivGWJNsy4uT6l,0,Foto,,,,,Total,0,0,220,403,623,0,0,0,0,2,73,4,79,3221,3416,,,
587325640062656,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/07/2022 20:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02giFhvrAM7zpXJog225YwP9tC6zREfCK9mKbm4krmJdha1Rs5AQ1EqK1qqXBufDa8l,0,Foto,,,,,Total,0,0,195,207,402,0,0,0,0,14,187,21,222,4120,4236,,,
587995103329043,103185414664070,"Philosophical Gym Bro","Actualización de estado",">Implying public hangings weren't peak entertainment for the whole family",0,"12/08/2022 14:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0J7xDwhPdp7QtqEQ1Lz3SEZWWaYLLysHjJoy3Bnsz5TDTayyNqbumxZB3Gd7SzHurl,0,Foto,,,,,Total,0,0,55,36,91,0,0,0,0,1,39,4,44,1341,1405,,,
588528296609057,103185414664070,"Philosophical Gym Bro",,OC,0,"12/09/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid026B85xkTEoaddnto9DyCBGhm32YkwLdZTTgoTPVwezowmN36nsENHCjNFn9rsRLhBl,0,Foto,,,,,Total,0,0,112,50,162,0,0,0,0,4,65,8,77,2101,2186,,,1
588766719918548,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/09/2022 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid033sfehsGUuZhaqYfqgg8hs1p1cUR1GiVbXtsmeUQVAMJcS72K34PbiXBZt9QAUifal,0,Foto,,,,,Total,0,0,142,244,386,0,0,0,0,2,80,17,99,3334,3435,,,
588795176582369,103185414664070,"Philosophical Gym Bro",,"Same, Japanese Space Jerry Seinfeld.
O.C.",0,"12/09/2022 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0UBa7ekhF29SErkyDNiQZqa6V4g7PR4uKSAHCgybvKx2DibBPNR8uSKCLAadyZueKl,0,Foto,,,,,Total,0,0,74,45,119,0,0,0,0,8,68,10,86,2071,2262,,,
591045506357336,103185414664070,"Philosophical Gym Bro",,,0,"12/11/2022 19:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02mikfdBPxRU1kAKuekfJi7foQji1JJPmEHCknHqc5YBaSUi8iC7g9mmF2iV2YPRNul,0,Foto,,,,,Total,0,0,314,262,576,0,0,0,0,9,226,41,276,6539,6539,,,1
591586282969925,103185414664070,"Philosophical Gym Bro",,,0,"12/12/2022 08:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02WCXyAb7hsYqNhKseE2Lf6XZ9omMm9dEs2t2gDhebFyKUtd32XvGFy6KMTwjWCwPAl,0,Foto,,,,,Total,0,0,441,411,852,0,0,0,0,18,429,78,525,11629,12046,,,
591586959636524,103185414664070,"Philosophical Gym Bro",,,0,"12/12/2022 17:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid06DJoenonxzkdykbgbh3VashA7PUTDcThm99oEvtxPQfSd2vBFUWwdg2rmKK8W1Fql,0,Foto,,,,,Total,0,0,120,6,126,0,0,0,0,4,60,12,76,2730,2908,,,
592464976215389,103185414664070,"Philosophical Gym Bro",,"Pic taken in the wild. Didn't even notice Silent Spring hanging out on the side until just now.
OC",0,"12/13/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02NZuWfBB9Bw37bcSrdsXKWQ7YxZvnqrycmG8Qi751u5NPHRK6upGzXENxApH8ALJDl,0,Foto,,,,,Total,0,0,5,5,10,0,0,0,0,0,12,1,13,649,709,,,
592969072831646,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/13/2022 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02G6maj1fJExma4pRdgYp274CdUht7Zx6HRWnALWdpeQpqD53tNZHcKD7oURWSFDNgl,0,Foto,,,,,Total,0,0,84,115,199,0,0,0,0,0,23,0,23,2190,2265,,,
593114986150388,103185414664070,"Philosophical Gym Bro",Entomemeology,"Some people have no idea how to maintain a healthy ecosystem with keystone predators in their bathrooms.",0,"12/13/2022 20:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0SSfJWFgPNBqjZhmGsdu7WxTqoLZmsx5EPCv9HmUY6AdGCEeLz8zJjJm5eqo1SGG3l,0,Otro,,,,,Total,0,0,63,44,107,0,0,0,0,8,65,15,88,2487,2577,,,
593230222805531,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/14/2022 00:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02ZweLBVXfUH22jUeJ1tMsqiWB4YXFDcFrw4KzcCrWqMxRSQ7ybFBVv7x59TuP4PA3l,0,Foto,,,,,Total,0,0,42,38,80,0,0,0,0,1,33,9,43,1709,1762,,,
593679746093912,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/14/2022 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02Ffyiq1LTVxr94fxVwPnKYd8NVzBBs8eVjdsRWnoGETkLH1Po6N5CZiUsHvV23xshl,0,Foto,,,,,Total,0,0,139,113,252,0,0,0,0,1,43,9,53,1930,2040,,,
594004172728136,103185414664070,"Philosophical Gym Bro",,O.C.,0,"12/14/2022 17:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid036LWmQxThDQ8haS9aoUZEfdfx274TmDYqqkRXRq2RfzSrUaL4MDFAonxpRJyeGWN3l,0,Foto,,,,,Total,0,0,30,55,85,0,0,0,0,4,74,17,95,2507,2700,,,
594428139352406,103185414664070,"Philosophical Gym Bro",,"*laughs in cnidarian*
OC",0,"12/15/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02cDa2cKFQwWg52LtaJNVj91etJvcopPqGxCdkBcK5t76sbEN8w7WdkaxLdNYKKVkDl,0,Foto,,,,,Total,0,0,2,7,9,0,0,0,0,0,11,0,11,1189,1248,,,
595692005892686,103185414664070,"Philosophical Gym Bro",,O.C,0,"12/16/2022 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0MQ63QYPG78oDH5h54WQMv9udAoma3mgby1ihqLic8omu58pEXmb92YDT3w6zR9jfl,0,Foto,,,,,Total,0,0,896,626,1522,0,0,0,0,52,1014,216,1282,22609,23823,,,
596338179161402,103185414664070,"Philosophical Gym Bro",,OC,0,"12/17/2022 05:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02uZitPVd41cgzrQ4aXf58ABf4aUDMZtaSPG2Yc51QBKpJDCyThcRMfaszgmSpb76hl,0,Foto,,,,,Total,0,0,124,1136,1260,0,0,0,0,4,59,5,68,3982,4034,,,1
596720689123151,103185414664070,"Philosophical Gym Bro",,,0,"12/17/2022 15:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0PBWWvU7qGibbJwLGJ9Je292AkFEJcHehrjy5Mmnqhjkr7gKC9LQJJcshwwBBM45xl,0,Foto,,,,,Total,0,0,264,273,537,0,0,0,0,32,350,49,431,7157,7666,,,
598160858979134,103185414664070,"Philosophical Gym Bro",,"semi autobiographical O.C.",0,"12/19/2022 06:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02j89pjhckCapQ81DyZyv5EP1Cjsk1kgw4Ph6agGRy2oVVhCALdsUs1cEYTKoVFg81l,0,Foto,,,,,Total,0,0,17,38,55,0,0,0,0,0,38,4,42,1526,1693,,,
599491885512698,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/20/2022 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0KTVVjbFcxKqHHhZ3JJ1KSwynwzHVL2SU6VPe87Hoctt5F2gtUcB6meSKSroJTwQ3l,0,Foto,,,,,Total,0,0,32,27,59,0,0,0,0,0,26,2,28,689,735,,,
599495932178960,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/20/2022 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02TRtP4TuEEuHWtZbwQzaobkfwL2N2kEKNghY7KdTJZPR5qAsM9BYEquCamuKdwX3Bl,0,Foto,,,,,Total,0,0,49,40,89,0,0,0,0,1,16,5,22,1552,1666,,,
599555072173046,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/20/2022 18:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02oGdhfyYUUDW6mT8Epyo2jEvwNa89iTQ1VmQsbVJToo9ZUPGDRY5qBcVAjHuToSFsl,0,Foto,,,,,Total,0,0,87,109,196,0,0,0,0,0,49,9,58,2068,2127,,,
600260152102538,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/21/2022 11:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0LEhrDViKJSFPAL7ch37F4EkaPxdjiguFTFrH3Reio1BkQWJHguduCvSDLNMHhKAul,0,Foto,,,,,Total,0,0,91,58,149,0,0,0,0,5,66,12,83,2518,2592,,,
600649612063592,103185414664070,"Philosophical Gym Bro",,OC,0,"12/21/2022 21:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0aMEaLVT9RynAZKo3pCqJM7wDHEeDQdECyoDVTJByPgmnB8mnye2yPnGZqh4pVkeXl,0,Foto,,,,,Total,0,0,479,716,1195,0,0,0,0,29,429,69,527,11525,11823,,,
601350301993523,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/22/2022 15:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ViFUVKYErdS7Tg3njrDW77iwyAGR1EVKe39sEUXMVvsctvZD177RkAtByL21o9kVl,0,Foto,,,,,Total,0,0,71,45,116,0,0,0,0,3,45,12,60,2074,2222,,,
602324948562725,103185414664070,"Philosophical Gym Bro",,"Autobiographical O.C.",0,"12/23/2022 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid035qgWvDa6HSDVVyx5RxnwpgtJDwSQ4uTu4hP5JdoyM52HgMtxqR2szrv7HG3VuYwYl,0,Foto,,,,,Total,0,0,80,30,110,0,0,0,0,9,66,9,84,2811,3132,,,
602421751886378,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/23/2022 19:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0eqhcKrVdbFGhEc1qASTdsDU1g1d8ycupjrNCNJ9gHd1UAsTAtSCViSqvAQf3UN77l,0,Foto,,,,,Total,0,0,102,135,237,0,0,0,0,7,151,34,192,3054,3182,,,
602981411830412,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/24/2022 09:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02gAUUy7B2ohcNh764Uen2uYBbWnxpZNGzkdX7MCtz6BZEv7vvZrnwohdbdHSxhfzhl,0,Foto,,,,,Total,0,0,38,26,64,0,0,0,0,0,24,1,25,1604,1666,,,
605738258221394,103185414664070,"Philosophical Gym Bro","Fotos de la biografía",,0,"12/27/2022 16:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid0ZHRQEYdc8n88h9WSRNAy6xbv6vw6Bp3dmAGFwWzohggtWs37KcubYZ2GMrxtULNZl,0,Foto,,,,,Total,0,0,11,6,17,0,0,0,0,0,3,0,3,1169,1257,,,
607459558049264,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/29/2022 10:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02aehz7hJvYCy9vuJYN8aHTdXqREcMSB8ZBRLc9rgrjZjJco7XKBwfiyATR429bKtpl,0,Foto,,,,,Total,0,0,77,165,242,0,0,0,0,1,50,16,67,2831,2976,,,
607792261349327,103185414664070,"Philosophical Gym Bro","Actualización de estado","The mood for my entire analytic philosophy class last semester",0,"12/29/2022 22:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02czg2GnKEX5yaGW3LtB9iuaGhTqsmohh4upV5H5pLrCViMhkZWDemxZkAAsuApSAUl,0,Foto,,,,,Total,0,0,436,333,769,0,0,0,0,17,217,26,260,5442,5470,,,
607839664677920,103185414664070,"Philosophical Gym Bro","Actualización de estado",,0,"12/29/2022 23:12",N/A,https://www.facebook.com/GymKingSadBoi/posts/pfbid02aXwGP8Wtync2vjKLrx6TKahAXEUWmpXp1go8ku4YEN9cTwZbLBcpE7TV3KMMKmxKl,0,Foto,,,,,Total,0,0,40,17,57,0,0,0,0,1,31,6,38,798,862,,,
